Equipment Tag,Project Name,Area Name,Item,Unit,Qty,Capacity,Field Labor,Material Cost ($),Equipment Cost ($),hrs/qty,Mat $/qty,EQ $/qty,EQ $/Cap
Other,Greeley West HS,CTE,Miscellaneous,ea,1,,0,$12,$0,0.25,$12,$0,NA
Other,Greeley West HS,CTE,Quick Disconnects,ea,8,,8,$129,$1034,1.00,$16,$129,NA
Other,Greeley West HS,CTE,Return Air canopies,ea,24,,,,$1312,,,$55,NA
Other,Greeley West HS,Foods Lab,Return Air canopies,ea,5,,,,$273,,,$55,NA
Other,Greeley West HS,Gyms,"EJ, Expansion Joints",ea,10,,12,,$6461,1.20,,$646,NA
Other,Greeley West HS,Main Kitchen,AP-1 Access Panel,ea,1,,1,$0,$65,1.00,$0,$65,NA
Other,Greeley West HS,Mech Room,** CHWP Suction Diffusers,ea,2,,,,$1138,,,$569,NA
Other,Greeley West HS,Mech Room,** HWP Suction Diffusers,ea,2,,,,$1494,,,$747,NA
Other,Greeley West HS,Mech Room,AP-1 Access Panel,ea,3,,3,$0,$194,1.00,$0,$65,NA
Other,Greeley West HS,Mech Room,Clorination,ea,1,,,,$3631,,,$3631,NA
Other,Greeley West HS,Music,AP-1 Access Panel,ea,4,,4,$0,$258,1.00,$0,$65,NA
Other,Greeley West HS,Music,Return Air canopies,ea,50,,,,$2734,,,$55,NA
Other,Greeley West HS,Science,AP-1 Access Panel,ea,2,,2,$0,$129,1.00,$0,$65,NA
Other,Greeley West HS,Science,"EJ, Expansion Joints",ea,4,,6,,$2585,1.50,,$646,NA
Other,Greeley West HS,Science,Gas Shut off Valves,ea,10,,10,,$8400,1.00,,$840,NA
Other,Greeley West HS,Science,"GTV, Gas Turret Valve",ea,9,,2,,$2197,0.25,,$244,NA
Other,Greeley West HS,Science,"NB, Neutrulization Basin",ea,10,,25,,$28430,2.50,,$2843,NA
Other,Greeley West HS,Science,Return Air canopies,ea,30,,,,$1640,,,$55,NA
Other,Greeley West HS,Science,"SV, Solenoid Valves",ea,9,,30,,$3618,3.33,,$402,NA
Other,Greeley West HS,Weights & Lockers,AP-1 Access Panel,ea,2,,2,$0,$129,1.00,$0,$65,NA
Other,Greeley West HS,Weights & Lockers,Return Air canopies,ea,30,,,,$1640,,,$55,NA
PRV,Greeley West HS,Art,"GPR, Gas Pressure Regulator",ea,2,,3,,$442,1.50,,$221,NA
PRV,Greeley West HS,Greenhouse,"GPR, Gas Pressure Regulator",ea,12,,14,,$2653,1.15,,$221,NA
PRV,Greeley West HS,Main Kitchen,"GPR, Gas Pressure Regulator",ea,10,,13,,$2210,1.25,,$221,NA
PRV,Greeley West HS,Mech Room,"GPR, Gas Pressure Regulator",ea,20,,56,,$4421,2.79,,$221,NA
PRV,Greeley West HS,Science,"GPR, Gas Pressure Regulator",ea,27,,1,,$5968,0.02,,$221,NA
RD/ORD,Greeley West HS,Admin,"RD-1, 3"" Roof Drain",ea,2,,12,$0,$401,6.00,$0,$201,NA
RD/ORD,Greeley West HS,Admin,"RD-1, 4"" Roof Drain",ea,1,,1,$0,$201,1.00,$0,$201,NA
RD/ORD,Greeley West HS,Admin,"RD-1, 6"" Roof Drain",ea,1,,1,$0,$201,1.00,$0,$201,NA
RD/ORD,Greeley West HS,Admin,"RD-2, 3"" Overflow Roof Drain",ea,2,,24,$0,$586,12.00,$0,$293,NA
RD/ORD,Greeley West HS,Admin,"RD-2, 4"" Overflow Roof Drain",ea,1,,1,$0,$293,1.00,$0,$293,NA
RD/ORD,Greeley West HS,Admin,"RD-2, 6"" Overflow roof drain",ea,1,,1,$0,$293,1.00,$0,$293,NA
RD/ORD,Greeley West HS,Art,"3""RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Art,"3""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Art,"4"" RD-2 Roof Overflow Drain",ea,4,,5,$0,$1172,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Art,"4""RD-1 Roof Overflow Drain",ea,3,,4,$0,$602,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Art,"6"" RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Art,"6""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Classrooms,"3""RD-1 Roof Drain",ea,2,,3,$0,$401,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Classrooms,"3""RD-2 Roof Overflow Drain",ea,2,,3,$0,$586,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Classrooms,"4"" RD-2 Roof Overflow Drain",ea,6,,8,$0,$1757,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Classrooms,"4""RD-1 Roof Overflow Drain",ea,6,,8,$0,$1203,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Classrooms,"6"" RD-1 Roof Drain",ea,6,,8,$0,$1203,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Classrooms,"6""RD-2 Roof Overflow Drain",ea,6,,8,$0,$1757,1.25,$0,$293,NA
RD/ORD,Greeley West HS,CTE,"3""RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,CTE,"3""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,CTE,"4"" RD-2 Roof Overflow Drain",ea,3,,4,$0,$879,1.25,$0,$293,NA
RD/ORD,Greeley West HS,CTE,"4""RD-1 Roof Overflow Drain",ea,3,,4,$0,$602,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Foods Lab,"6"" RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Foods Lab,"6""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Greenhouse,"3""RD-1 Roof Drain",ea,4,,5,$0,$802,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Main Kitchen,"3""RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Main Kitchen,"3""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Main Kitchen,"6"" RD-1 Roof Drain",ea,1,,1,$0,$201,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Main Kitchen,"6""RD-2 Roof Overflow Drain",ea,1,,1,$0,$293,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Music,"4"" RD-2 Roof Overflow Drain",ea,6,,8,$0,$1757,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Music,"4""RD-1 Roof Overflow Drain",ea,6,,8,$0,$1203,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Music,"6"" RD-1 Roof Drain",ea,5,,6,$0,$1003,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Music,"6""RD-2 Roof Overflow Drain",ea,5,,6,$0,$1464,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Science,"4"" RD-2 Roof Overflow Drain",ea,2,,3,$0,$586,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Science,"4""RD-1 Roof Overflow Drain",ea,2,,3,$0,$401,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Science,"6"" RD-1 Roof Drain",ea,4,,5,$0,$802,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Science,"6""RD-2 Roof Overflow Drain",ea,4,,5,$0,$1172,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Weights & Lockers,"4"" RD-2 Roof Overflow Drain",ea,2,,3,$0,$586,1.25,$0,$293,NA
RD/ORD,Greeley West HS,Weights & Lockers,"4""RD-1 Roof Overflow Drain",ea,2,,3,$0,$401,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Weights & Lockers,"6"" RD-1 Roof Drain",ea,5,,6,$0,$1003,1.25,$0,$201,NA
RD/ORD,Greeley West HS,Weights & Lockers,"6""RD-2 Roof Overflow Drain",ea,5,,6,$0,$1464,1.25,$0,$293,NA
RH,Greeley West HS,Admin,"RH, Roof Hoods",ea,2,,,,$2455,,,$1228,NA
RH,Greeley West HS,Classrooms,"RH, Roof Hoods",ea,2,,,,$2455,,,$1228,NA
RH,Greeley West HS,Music,"RH, Roof Hoods",ea,2,,,,$2455,,,$1228,NA
RP,Greeley West HS,Admin,"RP, Radiant Panel",ea,8,,4,,$7754,0.50,,$969,NA
RP,Greeley West HS,Art,"RP, Radiant Panels",ea,4,,2,,$3877,0.50,,$969,NA
RP,Greeley West HS,Auditorium,"RP, Radiant Panel",ea,2,,1,,$1938,0.50,,$969,NA
RP,Greeley West HS,Classrooms,"RP, Radiant Panel",ea,2,,1,,$1938,0.50,,$969,NA
RP,Greeley West HS,Science,"RP, Radiant Panel",ea,3,,2,,$2908,0.50,,$969,NA
RPBP,Greeley West HS,Art,"RPBP, Reduced Pressure Backflow Preventer",ea,4,,12,,$14740,3.00,,$3685,NA
RPBP,Greeley West HS,Foods Lab,"BFP, Backflow Preventer",ea,12,,54,,$58958,4.50,,$4913,NA
RTU,Greeley West HS,Admin,"RTU, Rooftop Unit",cfm,1,7800,56,$258,$74154,56.00,$258,$74154,$9.51
RTU,Greeley West HS,Auditorium,"RTU, Rooftop Unit",cfm,1,25000,51,$129,$237674,51.00,$129,$237674,$9.51
RTU,Greeley West HS,Cafeteria,"RTU, Rooftop Unit",cfm,1,20700,51,$129,$196794,51.00,$129,$196794,$9.51
RTU,Greeley West HS,Classrooms,"RTU, Rooftop Unit",cfm,5,64350,214,$517,$611774,42.86,$103,$122355,$9.51
RTU,Greeley West HS,CTE,"RTU, Rooftop Unit",cfm,1,21000,73,$129,$199646,72.60,$129,$199646,$9.51
RTU,Greeley West HS,Gyms,"RTU, Rooftop Unit",cfm,2,44000,112,$258,$418307,56.15,$129,$209153,$9.51
RTU,Greeley West HS,Main Kitchen,"MAU, Make-up Air Unit",cfm,1,6050,26,$65,$24929,26.00,$65,$24929,$4.12
RTU,Greeley West HS,Music,"RTU, Rooftop Unit",ea,1,20650,51,$129,$196319,51.00,$129,$196319,$9.51
RTU,Greeley West HS,Science,"RTU, Rooftop Unit",ea,2,43150,102,$258,$410226,51.00,$129,$205113,$9.51
RTU,Greeley West HS,Weights & Lockers,"RTU, Rooftop Unit",cfm,2,18900,112,$258,$179682,56.15,$129,$89841,$9.51
SA VAV,Greeley West HS,Admin,"SA VAVs, Supply Air Terminal Units",ea,37,,,,$10924,,,$295,NA
SA VAV,Greeley West HS,Art,"SA VAVs, Supply Air Terminal Units",ea,7,,,,$2067,,,$295,NA
SA VAV,Greeley West HS,Classrooms,"SA VAVs, Supply Air Terminal Units",ea,56,,,,$16533,,,$295,NA
SA VAV,Greeley West HS,CTE,"SA VAVs, Supply Air Terminal Units",ea,12,,,,$3543,,,$295,NA
SA VAV,Greeley West HS,Foods Lab,"SA VAVs, Supply Air Terminal Units",ea,1,,,,$295,,,$295,NA
SA VAV,Greeley West HS,Music,"SA VAVs, Supply Air Terminal Units",ea,24,,,,$7086,,,$295,NA
SA VAV,Greeley West HS,Science,"SA VAVs, Supply Air Terminal Units",ea,39,,,,$11514,,,$295,NA
SA VAV,Greeley West HS,Weights & Lockers,"SA VAVs, Supply Air Terminal Units",ea,13,,,,$3838,,,$295,NA
SATT,Greeley West HS,Admin,Sound Attenuator,ea,4,,,,$12061,,,$3015,NA
SATT,Greeley West HS,Art,Sound Attenuator,ea,2,,,,$6031,,,$3015,NA
SATT,Greeley West HS,Classrooms,Sound Attenuator,ea,4,,,,$12061,,,$3015,NA
SATT,Greeley West HS,CTE,Sound Attenuator,ea,2,,,,$6031,,,$3015,NA
SATT,Greeley West HS,Foods Lab,Sound Attenuator,ea,2,,,,$6031,,,$3015,NA
SATT,Greeley West HS,Music,Sound Attenuator,ea,4,,,,$12061,,,$3015,NA
SATT,Greeley West HS,Science,Sound Attenuator,ea,2,,,,$6031,,,$3015,NA
SATT,Greeley West HS,Weights & Lockers,Sound Attenuator,ea,4,,,,$12061,,,$3015,NA
SOI,Greeley West HS,Art,"SOI, Solids Interceptor",gal,1,1000,8,,$9692,8.00,,$9692,$9.69
UH,Greeley West HS,Admin,"UH, Unit Heater",ea,1,,4,,$1938,3.50,,$1938,NA
UH,Greeley West HS,Art,"UH, Unit Heater",ea,1,,4,,$258,3.50,,$258,NA
UH,Greeley West HS,Mech Room,"UH, Unit Heater",ea,1,,4,,$258,3.50,,$258,NA
UH,Greeley West HS,Music,"UH, Unit Heaters",ea,3,,11,,$775,3.50,,$258,NA
UH,Greeley West HS,Weights & Lockers,"UH, Unit Heater",ea,1,,4,,$258,3.50,,$258,NA
VFD,Greeley West HS,Mech Room,** CHWP VFDs,ea,2,,,,$12761,,,$6381,NA
VFD,Greeley West HS,Mech Room,** HWP VFDs,ea,2,,,,$12761,,,$6381,NA
WV,Greeley West HS,Admin,"FCO, 4"" Floor Cleanout",ea,1,,1,$0,$223,1.00,$0,$223,NA
WV,Greeley West HS,Admin,"FD-1, 2"" Floor Drain",ea,1,,1,$0,$169,1.00,$0,$169,NA
WV,Greeley West HS,Admin,"FD-2, 2"" Floor Drain",ea,6,,6,$0,$1016,1.00,$0,$169,NA
WV,Greeley West HS,Admin,"FS-1, 4"" Floor Sink",ea,1,,36,$0,$829,36.00,$0,$829,NA
WV,Greeley West HS,Admin,"GD, Garbage Disposal",ea,1,,5,$0,$113,4.50,$0,$113,NA
WV,Greeley West HS,Admin,"YCO, 4"" Yard Cleanout",ea,1,,1,$0,$306,1.00,$0,$306,NA
WV,Greeley West HS,Art,"2"" FD-1 Floor Drain",ea,4,,5,$0,$678,1.25,$0,$169,NA
WV,Greeley West HS,Art,36' TD-1 Trench Drain,lf,36,,28,$0,$3941,0.76,$0,$109,NA
WV,Greeley West HS,Art,"4"" FS-1 Floor Sink",ea,1,,1,$0,$829,1.25,$0,$829,NA
WV,Greeley West HS,Art,"4""FCO-1 Floor CO",ea,2,,3,$0,$446,1.25,$0,$223,NA
WV,Greeley West HS,Art,"4""FD-1 Floor Drain",ea,2,,3,$0,$339,1.25,$0,$169,NA
WV,Greeley West HS,Art,"4""YCO-1 Grade CO",ea,2,,3,$0,$611,1.25,$0,$306,NA
WV,Greeley West HS,Art,CB-1,ea,1,,0,$0,$545,0.00,$0,$545,NA
WV,Greeley West HS,Art,GD-1 1/2 HP Garbage Disp,ea,2,,3,$0,$226,1.25,$0,$113,NA
WV,Greeley West HS,Classrooms,"2"" FD-1 Floor Drain",ea,7,,9,$0,$1186,1.25,$0,$169,NA
WV,Greeley West HS,Classrooms,"4""FCO-1 Floor CO",ea,2,,3,$0,$446,1.25,$0,$223,NA
WV,Greeley West HS,Classrooms,"4""YCO-1 Grade CO",ea,8,,10,$0,$2445,1.25,$0,$306,NA
WV,Greeley West HS,Classrooms,"6""FCO-1 Floor CO",ea,3,,4,$0,$669,1.25,$0,$223,NA
WV,Greeley West HS,Classrooms,"8"" YCO-1 Grade CO",ea,2,,3,$0,$611,1.25,$0,$306,NA
WV,Greeley West HS,Classrooms,GD-1 1/2 HP Garbage Disp,ea,3,,4,$0,$339,1.25,$0,$113,NA
WV,Greeley West HS,CTE,"3""FD-1 Floor Drain",ea,2,,3,$0,$339,1.25,$0,$169,NA
WV,Greeley West HS,CTE,"4""FD-1 Floor Drain",ea,1,,1,$0,$169,1.25,$0,$169,NA
WV,Greeley West HS,CTE,"4""YCO-1 Grade CO",ea,4,,5,$0,$1222,1.25,$0,$306,NA
WV,Greeley West HS,Foods Lab,"2"" FD-1 Floor Drain",ea,1,,1,$0,$169,1.25,$0,$169,NA
WV,Greeley West HS,Foods Lab,"4"" FS-1 Floor Sink",ea,6,,8,$0,$4975,1.25,$0,$829,NA
WV,Greeley West HS,Foods Lab,Cleanouts,ea,1,,3,$116,$0,2.50,$116,$0,NA
WV,Greeley West HS,Greenhouse,20'TD-1 Trench Drain,lf,20,,16,$0,$2189,0.78,$0,$109,NA
WV,Greeley West HS,Greenhouse,24'TD-1 Trench Drain,lf,48,,36,$0,$5254,0.75,$0,$109,NA
WV,Greeley West HS,Greenhouse,"3""FCO-1 Floor CO",ea,3,,4,$0,$669,1.25,$0,$223,NA
WV,Greeley West HS,Greenhouse,"4""FCO-1 Floor CO",ea,3,,4,$0,$669,1.25,$0,$223,NA
WV,Greeley West HS,Greenhouse,"4""YCO-1 Grade CO",ea,2,,3,$0,$611,1.25,$0,$306,NA
WV,Greeley West HS,Greenhouse,CB-1,ea,3,,0,$0,$1635,0.00,$0,$545,NA
WV,Greeley West HS,Greenhouse,Cleanouts,ea,1,,1,$48,$0,1.00,$48,$0,NA
WV,Greeley West HS,Main Kitchen,"2"" FD-1 Floor Drain",ea,4,,5,$0,$678,1.25,$0,$169,NA
WV,Greeley West HS,Main Kitchen,"4"" FS-1 Floor Sink",ea,18,,23,$0,$14924,1.25,$0,$829,NA
WV,Greeley West HS,Main Kitchen,"4""FCO-1 Floor CO",ea,5,,6,$0,$1115,1.25,$0,$223,NA
WV,Greeley West HS,Main Kitchen,"4""YCO-1 Grade CO",ea,2,,3,$0,$611,1.25,$0,$306,NA
WV,Greeley West HS,Main Kitchen,Cleanouts,ea,1,,7,$302,$0,6.59,$302,$0,NA
WV,Greeley West HS,Mech Room,"2"" FD-1 Floor Drain",ea,5,,6,$0,$847,1.25,$0,$169,NA
WV,Greeley West HS,Mech Room,"4""ERD-1 Floor Drain",ea,10,,13,$0,$6672,1.25,$0,$667,NA
WV,Greeley West HS,Mech Room,"4""FCO-1 Floor CO",ea,1,,1,$0,$223,1.25,$0,$223,NA
WV,Greeley West HS,Mech Room,"4""YCO-1 Grade CO",ea,4,,5,$0,$1222,1.25,$0,$306,NA
WV,Greeley West HS,Mech Room,Cleanouts,ea,1,,7,$265,$0,6.52,$265,$0,NA
WV,Greeley West HS,Mech Room,TD-2 Trench Drain,ea,4,,20,$0,$2189,5.00,$0,$547,NA
WV,Greeley West HS,Music,"2"" FD-1 Floor Drain",ea,8,,10,$0,$1355,1.25,$0,$169,NA
WV,Greeley West HS,Music,"3""FCO-1 Floor CO",ea,1,,1,$0,$223,1.25,$0,$223,NA
WV,Greeley West HS,Music,"4""FCO-1 Floor CO",ea,1,,1,$0,$223,1.25,$0,$223,NA
WV,Greeley West HS,Music,"4""YCO-1 Grade CO",ea,6,,8,$0,$1833,1.25,$0,$306,NA
WV,Greeley West HS,Music,"6""YCO-1 Grade CO",ea,2,,3,$0,$611,1.25,$0,$306,NA
WV,Greeley West HS,Music,Cleanouts,ea,1,,7,$276,$0,6.61,$276,$0,NA
WV,Greeley West HS,Music,GD-1 1/2 HP Garbage Disp,ea,2,,3,$0,$226,1.25,$0,$113,NA
WV,Greeley West HS,Science,"2"" FD-1 Floor Drain",ea,1,,1,$0,$169,1.25,$0,$169,NA
WV,Greeley West HS,Science,"3""FCO-1 Floor CO",ea,1,,1,$0,$223,1.25,$0,$223,NA
WV,Greeley West HS,Science,"3""FD-1 Floor Drain",ea,4,,5,$0,$678,1.25,$0,$169,NA
WV,Greeley West HS,Science,"4""YCO-1 Grade CO",ea,4,,5,$0,$1222,1.25,$0,$306,NA
WV,Greeley West HS,Science,Cleanouts,ea,1,,160,$232,$0,160.43,$232,$0,NA
WV,Greeley West HS,Science,GD-1 1/2 HP Garbage Disp,ea,2,,3,$0,$226,1.25,$0,$113,NA
WV,Greeley West HS,Weights & Lockers,"2"" FD-1 Floor Drain",ea,7,,9,$0,$1186,1.25,$0,$169,NA
WV,Greeley West HS,Weights & Lockers,"2""FS-1 Floor Sink",ea,1,,1,$0,$829,1.25,$0,$829,NA
WV,Greeley West HS,Weights & Lockers,"3"" FS-1 Floor Sink",ea,1,,1,$0,$829,1.25,$0,$829,NA
WV,Greeley West HS,Weights & Lockers,"3""FD-1 Floor Drain",ea,2,,3,$0,$339,1.25,$0,$169,NA
WV,Greeley West HS,Weights & Lockers,"4""FCO-1 Floor CO",ea,1,,1,$0,$223,1.25,$0,$223,NA
WV,Greeley West HS,Weights & Lockers,"4""YCO-1 Grade CO",ea,4,,5,$0,$1222,1.25,$0,$306,NA
WV,Greeley West HS,Weights & Lockers,Cleanouts,ea,1,,5,$203,$0,4.93,$203,$0,NA
WV,Greeley West HS,Weights & Lockers,GD-1 1/2 HP Garbage Disp,ea,1,,1,$0,$113,1.25,$0,$113,NA
WV,Greeley West HS,Weights & Lockers,TD-2 Trench Drain,ea,5,,25,$0,$2737,5.00,$0,$547,NA
AHU,Greenfield Data,Operations,"AHU-0-1, Packaged AHU",tons,1,,22,$26,$33187,22.00,$26,$33187,NA
AHU,Greenfield Data,Operations,"CRAH-0-1 - CRAH-0-6B, Air Handling Units",cfm,8,,153,$3845,$304048,19.06,$481,$38006,NA
AHU,Greenfield Data,Pod A & B,"AHU-1-1 - AHU-1-10, Air Handling Units",cfm,10,,760,$1051,$6831605,76.00,$105,$683161,NA
AHU,Greenfield Data,Pod A & B,"OAU-1-1, Packaged Outdoor AHU",cfm,1,,36,$210,$76094,36.00,$210,$76094,NA
AS,Greenfield Data,Pod A & B,"AS-1-1 - AS-1-2,CHW Air Separator",gpm,2,,12,$0,$4631,6.00,$0,$2316,NA
AS,Greenfield Data,Pod A & B,"AS-1-3 - AS-1-4, GCW Air Separator",gpm,2,,12,$0,$4631,6.00,$0,$2316,NA
CH,Greenfield Data,Pod A & B,"CH-1-1 & CH-1-2, Chillers",tons,2,,96,$1387,$744214,48.00,$693,$372107,NA
CHW Specials,Greenfield Data,Pod A & B,Chemical Pot Feeders/Coupon Racks,ea,2,,5,$84,$2364,2.50,$42,$1182,NA
CHW Specials,Greenfield Data,Pod A & B,CW GLYCOL 35% CHW,ea,1,,16,$22588,$0,16.00,$22588,$0,NA
CHW Specials,Greenfield Data,Pod A & B,"GMU-1-1, Gylcol Make-up Unit",ea,1,,6,$0,$8018,5.50,$0,$8018,NA
CHWHE,Greenfield Data,Pod A & B,***HX Seismic Flex Connectors,ea,4,,,,$2328,,,$582,NA
CHWHE,Greenfield Data,Pod A & B,"HX-1-1 - HX-1-2, Chilled Water Heat Exchanger",mbh,2,,24,$0,$66366,12.00,$0,$33183,NA
CHWP,Greenfield Data,Pod A & B,"P-1-1 - P-1-2, Chilled Water Pumps w/ VFDs",hp,2,,48,$841,$14524,24.00,$420,$7262,NA
CHWP,Greenfield Data,Pod A & B,Seismic Flex inertia base,ea,2,,0,,$4082,0.00,,$2041,NA
CRAC,Greenfield Data,Pod A & B,"CRAH-1-1A - CRAH-1-12, Air Handling Units",cfm,20,,414,$10154,$760120,20.68,$508,$38006,NA
DI/RO,Greenfield Data,Pod A & B,DI-1 DI SYSTEM,ea,4,,6,,$3152,1.50,,$788,NA
DMW,Greenfield Data,Operations,"WH-1, Wall Hydrant",ea,1,,1,$0,$472,0.90,$0,$472,NA
DMW,Greenfield Data,Pod A & B,"HB-1, Hose Bibb",ea,2,,1,$0,$315,0.50,$0,$158,NA
DMW,Greenfield Data,Pod A & B,"WH-1, Wall Hydrant",ea,4,,4,$0,$1888,0.90,$0,$472,NA
DMW/WV,Greenfield Data,Operations,"CTS-1, Countertop Kitchen Sink",ea,1,,3,$0,$704,3.00,$0,$704,NA
DMW/WV,Greenfield Data,Operations,"EWC-1, Electric Water Cooler",ea,1,,3,$0,$4728,3.00,$0,$4728,NA
DMW/WV,Greenfield Data,Operations,"LAV-1, Lavatory",ea,1,,4,$220,$490,3.50,$220,$490,NA
DMW/WV,Greenfield Data,Operations,"LAV-2, Lavatory",ea,4,,10,$0,$2309,2.50,$0,$577,NA
DMW/WV,Greenfield Data,Operations,"MR-1, Mop Receptor",ea,1,,4,$0,$312,4.00,$0,$312,NA
DMW/WV,Greenfield Data,Operations,"SH-1, Shower ADA Compliant",ea,2,,5,$0,$2169,2.25,$0,$1084,NA
DMW/WV,Greenfield Data,Operations,"UR-1, Urinal",ea,1,,4,$186,$562,4.25,$186,$562,NA
DMW/WV,Greenfield Data,Operations,"WC-1, Water Closet",ea,1,,4,$397,$568,3.50,$397,$568,NA
DMW/WV,Greenfield Data,Operations,"WC-1A, Water Closet",ea,3,,11,$1192,$1705,3.50,$397,$568,NA
DMW/WV,Greenfield Data,Pod A & B,"EWS-1, Emergency Eye Wash",ea,12,,18,$0,$3054,1.50,$0,$254,NA
DMW/WV,Greenfield Data,Pod A & B,"LAV-1, Lavatory",ea,1,,4,$220,$490,3.50,$220,$490,NA
DMW/WV,Greenfield Data,Pod A & B,"MR-1, Mop Receptor",ea,1,,4,$0,$312,4.00,$0,$312,NA
DMW/WV,Greenfield Data,Pod A & B,"WC-1A, Water Closet",ea,1,,4,$397,$568,3.50,$397,$568,NA
DW Specials,Greenfield Data,Operations,"Water Specials (SA, APs, misc support)",est,1,,6,$541,$0,6.40,$541,$0,NA
DW Specials,Greenfield Data,Pod A & B,"Water Specials (SA, APs, misc support)",est,1,,2,$1527,$0,2.24,$1527,$0,NA
DWH,Greenfield Data,Operations,"EWH-1, Electric Water Heaters",kW,1,18,6,,$8593,6.00,,$8593,$477.40
DWH,Greenfield Data,Pod A & B,"EWH-2 - 3, Electric Water Heaters",kW,2,6,8,,$5522,4.00,,$2761,$920.39
DWP,Greenfield Data,Operations,"HWCP-1, Circ Pumps",ea,1,0,3,,$2497,2.50,,$2497,NA
DWP,Greenfield Data,Pod A & B,"HWCP-2, Circ Pumps",ea,1,,3,,$2187,2.50,,$2187,NA
ET,Greenfield Data,Operations,"ET-2, Domestic Water Expansion Tanks",ea,1,,1,,$1814,0.50,,$1814,NA
ET,Greenfield Data,Pod A & B,"ET-1, Domestic Water Expansion Tanks",ea,2,,1,,$1417,0.50,,$709,NA
ET,Greenfield Data,Pod A & B,"ET-1-1 - ET-1-4, Expansion Tank",gal,4,,30,$0,$11735,7.50,$0,$2934,NA
FCU,Greenfield Data,Pod A & B,"**ACCU-1-1 &ACCU-1-2, Air Cooled Condenser",tons,2,,16,$105,$8090,8.00,$53,$4045,NA
FCU,Greenfield Data,Pod A & B,"DHU-1-1 & DHU-1-2, Fan Coil Units",tons,2,,18,$294,$13001,9.00,$147,$6501,NA
FCU,Greenfield Data,Pod A & B,"FCU-1-1 - FCU-1-6, Fan Coil Units",ea,6,,54,$2080,$27421,9.00,$347,$4570,NA
GEF,Greenfield Data,Operations,"EF-0-1, Exhaust Fan",cfm,1,600,,,$3309,,,$3309,$5.52
GEF,Greenfield Data,Pod A & B,"EF-1-1 - EF-1-5, Exhaust Fan",cfm,5,1050,,,$5792,,,$1158,$5.52
GRD,Greenfield Data,Operations,"GRDs, Grilles, Registers, Diffusers",ea,51,,6,$21,$3751,0.12,$0,$74,NA
GRD,Greenfield Data,Pod A & B,"GRDs, Grilles, Registers, Diffusers",ea,47,,32,$110,$3457,0.67,$2,$74,NA
L,Greenfield Data,Operations,"L-0-1, Louvers",ea,1,,,,$1051,,,$1051,NA
L,Greenfield Data,Pod A & B,"L-1-1 - L-1-6, Louvers",ea,6,,,,$6304,,,$1051,NA
LSD,Greenfield Data,Operations,"FSD-0-1 - FSD-0-14,Fire/Smoke Dampers",ea,14,,,,$8090,,,$578,NA
LSD,Greenfield Data,Pod A & B,"FSD-1-1 - FSD-1-21,Fire/Smoke Dampers",ea,22,,,,$12713,,,$578,NA
Meter,Greenfield Data,Pod A & B,"WM-1,2, Water Meter",ea,7,,13,,$11642,1.79,,$1663,NA
MV,Greenfield Data,Operations,"MV-1 & 2, Thermostatic Mixing Valve",ea,7,,1,,$1187,0.18,,$170,NA
MV,Greenfield Data,Pod A & B,"MV-1, Thermostatic Mixing Valve",ea,1,,0,,$65,0.00,,$65,NA
