OmniClass_Code,OmniClass_Title,Description
22-43 23 72-1,Air-Operated Bellows Simplex Single-Acting Reciprocating Pumps,Air-operated bellows simplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-2,Air-Operated Bellows Simplex Double-Acting Reciprocating Pumps,Air-operated bellows duplex single-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-3,Air-Operated Bellows Duplex Single-Acting Reciprocating Pumps,Air-operated bellows duplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 72-4,Air-Operated Bellows Duplex Double-Acting Reciprocating Pumps,Air-operated piston reciprocating pumps used to move fluids in industrial processes.
22-43 23 73,Air-Operated Piston Reciprocating Pumps,Air-operated piston simplex single-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 73-1,Air-Operated Piston Simplex Single-Acting Reciprocating Pumps,Air-operated piston simplex double-acting reciprocating pumps used to move fluids in industrial processes.
22-43 23 73-2,Air-Operated Piston Simplex Double-Acting Reciprocating Pumps,nan
22-43 23 73-3,Air-Operated Piston Duplex Single-Acting Reciprocating Pumps,nan
22-43 23 73-4,Air-Operated Piston Duplex Double-Acting Reciprocating Pumps,nan
22-43 23 74,Steam Horizontal Reciprocating Pumps,nan
22-43 23 74-1,Steam Horizontal Double-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 74-2,Steam Horizontal Double-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 74-3,Steam Horizontal Double-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 74-4,Steam Horizontal Double-Acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 75,Steam Vertical Reciprocating Pumps,nan
22-43 23 75-1,Steam Vertical Double-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 75-2,Steam Vertical Double-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 75-3,Steam Vertical Double-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 75-4,Steam Vertical Double-acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 76,Power Horizontal Reciprocating Pumps,nan
22-43 23 76-1,Power Horizontal Single-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 76-2,Power Horizontal Single-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 76-3,Power Horizontal Single-Acting Piston Multiplex Reciprocating Pumps,nan
22-43 23 76-4,Power Horizontal Single-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 76-5,Power Horizontal Single-Acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 76-6,Power Horizontal Single-Acting Plunger Multiplex Reciprocating Pumps,nan
22-43 23 76-7,Power Horizontal Double-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 76-8,Power Horizontal Double-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 76-9,Power Horizontal Double-Acting Piston Multiplex Reciprocating Pumps,nan
22-43 23 76-10,Power Horizontal Double-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 76-11,Power Horizontal Double-Acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 76-12,Power Horizontal Double-Acting Plunger Multiplex Reciprocating Pumps,nan
22-43 23 77,Power Vertical Reciprocating Pumps,nan
22-43 23 77-1,Power Vertical Single-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 77-2,Power Vertical Single-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 77-3,Power Vertical Single-Acting Piston Multiplex Reciprocating Pumps,nan
22-43 23 77-4,Power Vertical Single-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 77-5,Power Vertical Single-Acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 77-6,Power Vertical Single-Acting Plunger Multiplex Reciprocating Pumps,nan
22-43 23 77-7,Power Vertical Double-Acting Piston Simplex Reciprocating Pumps,nan
22-43 23 77-8,Power Vertical Double-Acting Piston Duplex Reciprocating Pumps,nan
22-43 23 77-9,Power Vertical Double-Acting Piston Multiplex Reciprocating Pumps,nan
22-43 23 77-10,Power Vertical Double-Acting Plunger Simplex Reciprocating Pumps,nan
22-43 23 77-11,Power Vertical Double-Acting Plunger Duplex Reciprocating Pumps,nan
22-43 23 77-12,Power Vertical Double-Acting Plunger Multiplex Reciprocating Pumps,nan
22-43 23 78,Controlled Volume Horizontal Reciprocating Pumps,nan
22-43 23 78-1,Controlled Volume Horizontal Packed Plunger Simplex Reciprocating Pumps,nan
22-43 23 78-2,Controlled Volume Horizontal Packed Plunger Duplex Reciprocating Pumps,nan
22-43 23 78-3,Controlled Volume Horizontal Packed Plunger Multiplex Reciprocating Pumps,nan
22-43 23 78-4,Controlled Volume Horizontal Packed Piston Simplex Reciprocating Pumps,nan
22-43 23 78-5,Controlled Volume Horizontal Packed Piston Duplex Reciprocating Pumps,nan
22-43 23 78-6,Controlled Volume Horizontal Packed Piston Multiplex Reciprocating Pumps,nan
22-43 23 78-7,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Simplex Reciprocating Pumps,nan
22-43 23 78-8,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Duplex Reciprocating Pumps,nan
22-43 23 78-9,Controlled Volume Horizontal Mechanically-Coupled Diaphragm Multiplex Reciprocating Pumps,nan
22-43 23 78-10,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Simplex Reciprocating Pumps,nan
22-43 23 78-11,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Duplex Reciprocating Pumps,nan
22-43 23 78-12,Controlled Volume Horizontal Hydraulically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume horizontal hydraulically-coupled diaphragm multiplex reciprocating pumps
22-43 23 79,Controlled Volume Vertical Reciprocating Pumps,Controlled volume vertical reciprocating pumps
22-43 23 79-1,Controlled Volume Vertical Packed Plunger Simplex Reciprocating Pumps,Controlled volume vertical packed plunger simplex reciprocating pumps
22-43 23 79-2,Controlled Volume Vertical Packed Plunger Duplex Reciprocating Pumps,Controlled volume vertical packed plunger duplex reciprocating pumps
22-43 23 79-3,Controlled Volume Vertical Packed Plunger Multiplex Reciprocating Pumps,Controlled volume vertical packed plunger multiplex reciprocating pumps
22-43 23 79-4,Controlled Volume Vertical Packed Piston Simplex Reciprocating Pumps,Controlled volume vertical packed piston simplex reciprocating pumps
22-43 23 79-5,Controlled Volume Vertical Packed Piston Duplex Reciprocating Pumps,Controlled volume vertical packed piston duplex reciprocating pumps
22-43 23 79-6,Controlled Volume Vertical Packed Piston Multiplex Reciprocating Pumps,Controlled volume vertical packed piston multiplex reciprocating pumps
22-43 23 79-7,Controlled Volume Vertical Mechanically-Coupled Diaphragm Simplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm simplex reciprocating pumps
22-43 23 79-8,Controlled Volume Vertical Mechanically-Coupled Diaphragm Duplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm duplex reciprocating pumps
22-43 23 79-9,Controlled Volume Vertical Mechanically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume vertical mechanically-coupled diaphragm multiplex reciprocating pumps
22-43 23 79-10,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Simplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm simplex reciprocating pumps
22-43 23 79-11,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Duplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm duplex reciprocating pumps
22-43 23 79-12,Controlled Volume Vertical Hydraulically-Coupled Diaphragm Multiplex Reciprocating Pumps,Controlled volume vertical hydraulically-coupled diaphragm multiplex reciprocating pumps
22-43 24 00,Suspended Liquid Pumps,Suspended liquid pumps
22-43 24 11,Vertically Suspended Single-Casing Submersible Centrifugal Pumps,Vertically suspended single-casing submersible centrifugal pumps
22-43 24 13,Vertically Suspended Single-Casing Discharge-through-column Centrifugal Pumps,Vertically suspended single-casing discharge-through-column centrifugal pumps
22-43 24 13-1,Vertically Suspended Single-Casing Discharge-through-column Diffuser Centrifugal Pumps,Vertically suspended single-casing discharge-through-column diffuser centrifugal pumps
22-43 24 13-2,Vertically Suspended Single-Casing Discharge-through-column Volute Centrifugal Pumps,Vertically suspended single-casing discharge-through-column volute centrifugal pumps
22-43 24 13-3,Vertically Suspended Single-Casing Discharge-through-column Axial Flow Centrifugal Pumps,Vertically suspended single-casing discharge-through-column axial flow centrifugal pumps
22-43 24 16,Vertically Suspended Single-casing Separate Discharge (Sump) Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) centrifugal pumps
22-43 24 16-1,Vertically Suspended Single-Casing Separate Discharge (Sump) Line Shaft Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) line shaft centrifugal pumps
22-43 24 16-2,Vertically Suspended Single-Casing Separate Discharge (Sump) Cantilever Centrifugal Pumps,Vertically suspended single-casing separate discharge (sump) cantilever centrifugal pumps
22-43 24 21,Vertically Suspended Double-Casing Centrifugal Pumps,Vertically suspended double-casing centrifugal pumps
22-43 24 21-1,Vertically Suspended Double-Casing Diffuser Centrifugal Pumps,Vertically suspended double-casing diffuser centrifugal pumps
22-43 24 21-2,Vertically Suspended Double-Casing Volute Centrifugal Pumps,Vertically suspended double-casing volute centrifugal pumps
22-43 24 26,Vertically Suspended Inline Casing Diffuser Centrifugal Pumps,Vertically suspended inline casing diffuser centrifugal pumps
22-43 24 41,Archimedes Screw Pumps,Archimedes screw pumps
22-43 24 41-1,Positive-Displacement Inclined Open Archimedes Screw-type Pumps,Positive-displacement inclined open Archimedes screw-type pumps
22-43 24 41-2,Positive-Displacement Inclined Closed-casing Archimedes Screw-type Pumps,Positive-displacement inclined closed-casing Archimedes screw-type pumps
22-43 25 00,Submersible/Immersible Liquid Pumps,Submersible/immersible liquid pumps
22-43 25 13,Overhung Close-Coupled Submersible Centrifugal Pumps,Overhung close-coupled submersible centrifugal pumps
22-43 25 13-1,Overhung Close-Coupled Submersible Diffuser Centrifugal Pumps,Overhung close-coupled submersible diffuser centrifugal pumps
22-43 25 13-2,Overhung Close-Coupled Submersible Volute Centrifugal Pumps,Overhung close-coupled submersible volute centrifugal pumps
22-43 25 50,Positive Displacement Submersible Liquid Pumps,Positive displacement submersible liquid pumps
22-43 26 00,Specialized Liquid Pumps,Specialized liquid pumps
22-43 26 13,Submersible Grinder Pumps,Submersible grinder pumps
22-43 26 30,Regenerative Centrifugal Pumps,Regenerative centrifugal pumps
22-43 26 30-1,Overhung Impeller Regenerative Turbine Pumps,Overhung impeller regenerative turbine pumps
22-43 26 30-2,Overhung Impeller Single-Stage Regenerative Turbine Pumps,Overhung impeller single-stage regenerative turbine pumps
22-43 26 30-3,Overhung Impeller Two-Stage Regenerative Turbine Pumps,Overhung impeller two-stage regenerative turbine pumps
22-43 26 30-4,Between-Bearings Impeller Regenerative Turbine Pumps,Between-bearings impeller regenerative turbine pumps
22-43 26 30-5,Between-Bearings Impeller Single-Stage Regenerative Turbine Pumps,Between-bearings impeller single-stage regenerative turbine pumps
22-43 26 30-6,Between-Bearings Impeller Two-Stage Regenerative Turbine Pumps,Between-bearings impeller two-stage regenerative turbine pumps
22-43 26 40,Regenerative Turbine Pumps,Regenerative turbine pumps
22-43 26 60,Regenerative Vacuum Pumps,Regenerative vacuum pumps
22-43 26 70,Rotating-Case Pumps,Rotating-case pumps
22-43 27 00,Process Liquid Filters,Process liquid filters
22-43 27 13,Cyclonic Liquid Filters,Cyclonic liquid filters
22-43 27 16,Centrifugal Horizontal Pressure Leaf Liquid Filters,Centrifugal horizontal pressure leaf liquid filters
22-43 27 19,Press Liquid Filters,Filters that use pressure to remove impurities from liquids.
22-43 27 23,Liquid Bag Filters,Filters that use fabric bags to remove impurities from liquids.
22-43 27 33,Mechanically Cleaned Liquid Filters,Filters that use mechanical cleaning to remove impurities from liquids.
22-43 27 43,Tubular Backwashing Liquid Filters,Filters that use backwashing to remove impurities from liquids.
22-43 27 53,Vacuum Belt Liquid Filters,Filters that use a vacuum belt to remove impurities from liquids.
22-43 27 63,Woven Media Liquid Filters,Filters that use woven media to remove impurities from liquids.
22-43 27 63-1,Disc Liquid Filters,Disc-shaped filters that remove impurities from liquids.
22-43 27 63-2,Rotating Drum Liquid Filters,Rotating drum filters that remove impurities from liquids.
22-43 27 63-3,Layer Liquid Filters,Layered filters that remove impurities from liquids.
22-43 27 63-4,Candle Liquid Filters,Candle-shaped filters that remove impurities from liquids.
22-43 27 63-5,Vertical Leaf Liquid Filters,Vertical leaf filters that remove impurities from liquids.
22-43 27 73,Nonwoven Media Liquid Filters,Filters that use nonwoven media to remove impurities from liquids.
22-43 27 73-1,Surface Liquid Filters,Filters that remove impurities from the surface of liquids.
22-43 27 73-2,Depth Liquid Filters,Filters that remove impurities from the depth of liquids.
22-43 30 00,Gas and Liquid Purification Equipment,Equipment used to purify and filter gases and liquids.
22-43 31 00,Gas and Liquid Purification Filtration Equipment,Equipment used to filter and purify gases and liquids.
22-43 31 13,Gas and Liquid Purification Filters,Filters used to purify and filter gases and liquids.
22-43 31 13-1,Activated Carbon-Gas and Liquid Purification Filters,Filters that use activated carbon to purify gases and liquids.
22-43 31 13-2,Gas and Liquid Purification Filter Presses,Filter presses used to purify gases and liquids.
22-43 31 13-3,High-Purity Cartridge Gas and Liquid Purification Filters,High-purity cartridge filters used to purify gases and liquids.
22-43 31 13-4,Membrane Diaphragm Gas and Liquid Purification Filters,Membrane diaphragm filters used to purify gases and liquids.
22-43 31 13-5,Multimedia Gas and Liquid Purification Filters,Multimedia filters used to purify gases and liquids.
22-43 31 13-6,Pretreatment Cartridge Gas and Liquid Purification Filters,Pretreatment cartridge filters used to purify gases and liquids.
22-43 31 13-7,Ultrafilter Units,Ultrafilter units used to purify gases and liquids.
22-43 32 00,Gas and Liquid Purification Process Equipment,Equipment used in the process of purifying gases and liquids.
22-43 32 13,Gas and Liquid Purification Process Beds,Beds used in the process of purifying gases and liquids.
22-43 32 13-1,Anion-Gas and Liquid Purification Process Beds,Anion beds used in the process of purifying gases and liquids.
22-43 32 13-2,Cation-Gas and Liquid Purification Process Beds,Cation beds used in the process of purifying gases and liquids.
22-43 32 23,Gas and Liquid Purification Process Clarifier Systems,Clarifier systems used in the process of purifying gases and liquids.
22-43 32 26,Gas and Liquid Purification Decarbonators,Decarbonators used in the process of purifying gases and liquids.
22-43 32 29,Electronic Deionization Purification Units,Electronic deionization units used to purify gases and liquids.
22-43 32 33,External Regeneration Systems,External regeneration systems used to purify gases and liquids.
22-43 32 36,Mixed-Bed Ion-Exchange Vessels,Mixed-bed ion-exchange vessels used to purify gases and liquids.
22-43 32 39,Gas and Liquid Purification Mixed Beds,Mixed beds used in the process of purifying gases and liquids.
22-43 32 39-1,Externally Regenerable Gas and Liquid Purification Mixed Beds,Externally regenerable mixed beds used to purify gases and liquids.
22-43 32 39-2,In-Situ Regenerable Gas and Liquid Purification Mixed Beds,In-situ regenerable mixed beds used to purify gases and liquids.
22-43 32 53,Packed-Bed Ion-Exchange Vessels,Packed-bed ion-exchange vessels used to purify gases and liquids.
22-43 32 56,Reverse-Osmosis Purification Units,Reverse-osmosis units used to purify gases and liquids.
22-43 32 59,Gas and Liquid Purification Scrubbers,Scrubbers used in the process of purifying gases and liquids.
22-43 32 63,Ultraviolet Sterilizers,Ultraviolet sterilizers used to purify gases and liquids.
22-43 32 66,Vacuum Degasifiers,Vacuum degasifiers used to purify gases and liquids.
22-46 43 76,Inclined Plate Settlers,Inclined plate settlers used to remove sediment from liquids.
22-46 46 00,Sediment Removal Equipment,Equipment used to remove sediment from liquids.
22-46 46 13,Tipping Sediment Flushing Tanks,Tanks that flush sediment by tipping.
22-46 46 16,Flushing Gates,Gates used to flush sediment from liquids.
22-46 46 23,Water Cannon,Devices that use water cannons to remove sediment.
22-46 46 26,Nozzle Systems,Nozzle systems used to remove sediment from liquids.
22-46 50 00,Water and Wastewater Secondary Treatment Equipment,Equipment used for secondary treatment of water and wastewater.
22-46 51 00,Air and Gas Diffusion Equipment,Equipment used to diffuse air and gas into liquids.
22-46 51 11,Fixed Mechanical Aerators,Fixed mechanical aerators used to diffuse air and gas into liquids.
22-46 51 13,Floating Mechanical Aerators,Floating mechanical devices that aerate water or wastewater.
22-46 51 16,Submersible Aspirating Aerator Equipment,Submersible equipment that uses air aspiration to aerate water or wastewater.
22-46 51 17,Jet Aeration Equipment,Equipment that uses high-velocity jets of air to aerate water or wastewater.
22-46 51 21,Coarse Bubble Diffusers,Diffusers that release large bubbles to aerate water or wastewater.
22-46 51 23,Swing-type Channel Aeration Equipment,Aeration equipment that swings back and forth in a channel to aerate water or wastewater.
22-46 51 26,Shear Box Diffusers,Diffusers that create a shearing action to break up air bubbles and aerate water or wastewater.
22-46 51 31,Flexible Membrane Tube Diffusers,Flexible membrane tube diffusers that release fine air bubbles to aerate water or wastewater.
22-46 51 33,Flexible Membrane Disc Diffusers,Flexible membrane disc diffusers that release fine air bubbles to aerate water or wastewater.
22-46 51 36,Ceramic Disc Fine Bubble Diffusers,Ceramic disc diffusers that release fine air bubbles to aerate water or wastewater.
22-46 51 43,Floating Membrane Diffusers,Floating membrane diffusers that release air bubbles to aerate water or wastewater.
22-46 51 46,Membrane Diffusers,Membrane diffusers that release air bubbles to aerate water or wastewater.
22-46 51 53,Cascading Aerators,Aerators that create a cascading effect to aerate water or wastewater.
22-46 51 63,Pure-oxygen Generating Equipment,Equipment that generates pure oxygen for water or wastewater treatment.
22-46 53 00,Biological Treatment Systems,Systems that use biological processes to treat water or wastewater.
22-46 53 13,Rotating Biological Contactors,Rotating biological contactors that use a rotating media to treat wastewater.
22-46 53 23,Trickling Filter Rotary Distributor Equipment,Equipment that distributes wastewater over a trickling filter media.
22-46 53 24,Trickling Filter Media,Media used in trickling filters to support biological growth and treat wastewater.
22-46 53 26,Bio-towers,Biological towers that use a fixed-film process to treat wastewater.
22-46 53 33,Moving-bed Biological Reactors,Reactors that use a moving-bed of media to support biological growth and treat wastewater.
22-46 53 36,Integrated Fixed-film Activated Sludge Equipment,Equipment that combines fixed-film and activated sludge processes to treat wastewater.
22-46 53 41,Intermittent Sand Filters for Wastewater Treatment,Sand filters that intermittently filter wastewater to remove contaminants.
22-46 53 43,Deep-bed Denitrification Filters,Filters that use a deep bed of media to remove nitrates from wastewater.
22-46 53 46,Biologically Activated Filters,Filters that use biological processes to remove contaminants from wastewater.
22-46 53 49,Membrane Biological Reactors,Reactors that use a membrane filtration process to treat wastewater.
22-46 53 53,Sequencing Batch Reactors,Reactors that use a sequencing batch process to treat wastewater.
22-46 53 61,Oxidation Ditch Equipment,Equipment used in oxidation ditches to treat wastewater.
22-46 53 63,Vertical Loop Reactors,Reactors that use a vertical loop configuration to treat wastewater.
22-46 60 00,Water and Wastewater Advanced Treatment Equipment,Advanced equipment used to further treat water or wastewater.
22-46 61 00,Filtration Equipment,Equipment used to filter water or wastewater.
22-46 61 13,Filter Media,Media used in filters to remove contaminants from water or wastewater.
22-46 61 16,Filter Surface Wash Agitators,Equipment that agitates the surface of a filter to clean it.
22-46 61 17,Filter Air Scour Equipment,Equipment that uses air to scour the surface of a filter and clean it.
22-46 61 19,Wash Water Troughs,Troughs used to collect and remove wash water from filters.
22-46 61 21,Pressure Filters,Filters that use pressure to force water through a media.
22-46 61 23,Gravity Filters,Filters that use gravity to allow water to flow through a media.
22-46 61 26,High-rate Sand Filters,High-rate sand filters that quickly filter large volumes of water or wastewater.
22-46 61 29,Traveling Bridge Filters,Filters that use a traveling bridge mechanism to clean the filter media.
22-46 61 33,Microfiltration and Ultrafiltration Membrane Equipment,Membrane equipment that uses microfiltration or ultrafiltration to treat water or wastewater.
22-46 61 41,Disc Cloth Filters,Disc-shaped cloth filters that remove contaminants from water or wastewater.
22-46 61 43,Rotary Drum Cloth Filters,Rotary drum cloth filters that remove contaminants from water or wastewater.
22-46 61 46,Automatic Backwash Cloth Filter Equipment,Automatic backwash cloth filters that clean themselves.
22-46 61 53,Cartridge Filters,Filters that use replaceable cartridges to remove contaminants.
22-46 61 63,Bag Filters,Filters that use replaceable bags to remove contaminants.
22-46 61 73,Automatic Straining Equipment,Automatic equipment that strains water or wastewater to remove large particles.
22-46 63 00,Demineralization Equipment,Equipment used to remove dissolved minerals from water or wastewater.
22-46 63 11,Ion-exchange Vessel Media,Ion-exchange media used in vessels to remove dissolved ions.
22-46 63 13,Mixed Bed Ion-exchange Vessel Systems,Ion-exchange systems that use a mixed bed of resins to remove dissolved ions.
22-46 63 16,Packed Bed Ion-exchange Vessel Systems,Ion-exchange systems that use a packed bed of resins to remove dissolved ions.
22-46 63 17,Electrodialysis Reversal Equipment,Electrodialysis reversal equipment that uses an electric current to remove dissolved ions.
22-46 63 23,Reverse-Osmosis and Nanofiltration Membrane Equipment,Reverse osmosis and nanofiltration membrane equipment that removes dissolved ions and contaminants.
22-46 63 31,Multiple-effect Distillation Equipment,"Equipment used for multiple-effect distillation, a process that separates substances by evaporation and condensation."
22-46 63 32,Water Vapor Compression Distillation Equipment,Equipment that uses water vapor compression to desalinate water through distillation.
22-46 63 33,Desalination Mechanical Vapor Compression Equipment,Equipment that uses mechanical vapor compression to desalinate water through distillation.
22-46 63 34,Desalination Thermal Vapor Compression Equipment,Equipment that uses thermal vapor compression to desalinate water through distillation.
22-46 63 36,Desalination Multi-stage Flash Equipment,Equipment that uses multi-stage flash evaporation to desalinate water.
22-46 63 41,Desalination Falling Film Evaporators,Equipment that uses falling film evaporation to desalinate water.
22-46 63 43,Desalination Rising Film Evaporators,Equipment that uses rising film evaporation to desalinate water.
22-46 63 53,Desalination Forced-circulation Crystallizing Equipment,Equipment that uses forced-circulation crystallizing to desalinate water.
22-46 63 63,Desalination Spray Dry Evaporation Equipment,Equipment that uses spray dry evaporation to desalinate water.
22-46 63 73,Demineralization Energy Recovery Equipment,Equipment that recovers energy from the desalination process to demineralize water.
22-46 66 00,Ultraviolet Equipment,General equipment that uses ultraviolet light for treatment.
22-46 66 13,Closed-vessel Low-pressure/Low-intensity Ultraviolet Treatment Equipment,"Closed-vessel equipment that uses low-pressure, low-intensity ultraviolet light for treatment."
22-46 66 16,Closed-vessel Low-pressure/High-intensity Ultraviolet Treatment Equipment,"Closed-vessel equipment that uses low-pressure, high-intensity ultraviolet light for treatment."
22-46 66 23,Closed-vessel Medium-pressure Ultraviolet Treatment Equipment,Closed-vessel equipment that uses medium-pressure ultraviolet light for treatment.
22-46 66 53,Open-channel Low-pressure/Low-intensity Ultraviolet Treatment Equipment,"Open-channel equipment that uses low-pressure, low-intensity ultraviolet light for treatment."
22-46 66 56,Open-channel Low-pressure/High-intensity Ultraviolet Treatment Equipment,"Open-channel equipment that uses low-pressure, high-intensity ultraviolet light for treatment."
22-46 66 63,Open-channel Medium-pressure Ultraviolet Treatment Equipment,Open-channel equipment that uses medium-pressure ultraviolet light for treatment.
22-46 70 00,Water and Wastewater Residuals Handling and Treatment,General equipment for handling and treating water and wastewater residuals.
22-46 71 00,Residuals Thickening Equipment,Equipment for thickening water and wastewater residuals.
22-46 71 13,Circular Gravity Thickeners,Equipment that uses circular gravity to thicken residuals.
22-46 71 16,Gravity Belt Thickeners,Equipment that uses gravity belts to thicken residuals.
22-46 71 23,Dissolved Air Flotation Thickening Equipment,Equipment that uses dissolved air flotation to thicken residuals.
22-46 71 33,Rotary Drum Thickening Equipment,Equipment that uses rotary drums to thicken residuals.
22-46 71 36,Centrifuge Thickening Equipment,Equipment that uses centrifuges to thicken residuals.
22-46 71 43,Disc Thickeners,Equipment that uses discs to thicken residuals.
22-46 71 46,Thickening Screw Press,Equipment that uses screw presses to thicken residuals.
22-46 71 53,Scum Concentrator Equipment,Equipment that concentrates scum from water and wastewater treatment.
22-46 73 00,Residuals Stabilization,General equipment for stabilizing water and wastewater residuals.
22-46 73 11,Radial Beam Fixed Digester Covers,Radial beam fixed covers for anaerobic digesters.
22-46 73 12,Dual Deck Truss-type Fixed Digester Covers,Dual deck truss-type fixed covers for anaerobic digesters.
22-46 73 14,Radial Beam Floating Digester Covers,Radial beam floating covers for anaerobic digesters.
22-46 73 16,Dual Deck Truss-type Floating Digester Covers,Dual deck truss-type floating covers for anaerobic digesters.
22-46 73 17,Radial Beam Floating Gas-holding Digester Covers,Radial beam floating gas-holding covers for anaerobic digesters.
22-46 73 18,Dual Deck Truss-type Floating Gas-holding Digester Covers,Dual deck truss-type floating gas-holding covers for anaerobic digesters.
22-46 73 19,Digester Appurtenances,Accessories and appurtenances for anaerobic digesters.
22-46 73 21,Aerobic Digester Aeration Equipment,Equipment that aerates anaerobic digesters.
22-46 73 24,Autothermal Thermophilic Aerobic Digestion Equipment,Equipment for autothermal thermophilic aerobic digestion.
22-46 73 26,Egg-shaped Digesters,Egg-shaped anaerobic digesters.
22-46 73 31,External Draft Tube Digester Mixing System,External draft tube mixing systems for anaerobic digesters.
22-46 73 32,Internal Draft Tube Digester Mixing System,Internal draft tube mixing systems for anaerobic digesters.
22-46 73 33,Confined Gas Mixing System,Confined gas mixing systems for anaerobic digesters.
22-48 12 29,Nuclear Fuel Electrical Power Plant Turbines,Turbines for nuclear fuel-powered electrical power plants.
22-48 12 33,Nuclear Fuel Electrical Power Generators,Generators for nuclear fuel-powered electrical power plants.
22-48 13 00,Hydroelectric Plant Electrical Power Generation Equipment,General equipment for hydroelectric power plant electrical generation.
22-48 13 13,Hydroelectric Power Plant Water Turbines,Water turbines for hydroelectric power plants.
23-11 13 11,Soil Stabilization Products,Products used to stabilize soil.
23-11 21 13-3,Roadway Antiskid Texturing,Texturing applied to roadways to improve traction.
23-11 21 13-4,Detectable Warning Surfaces for Roadways,Detectable warning surfaces installed on roadways for accessibility.
23-11 21 13-5,Crosswalks,Marked crosswalks on roadways.
23-11 29 21-4,Bird Feeders,Devices installed to provide food for birds.
23-11 29 21-5,Bird Baths,Decorative outdoor structures for birds to bathe in
23-11 29 23,Exterior Storage Structures,Freestanding outdoor structures for storage
23-11 29 23-1,Storage Sheds,Freestanding outdoor structures for storing items
23-11 29 23-2,Barns,Freestanding agricultural structures for storing items
23-11 29 25,Flagpoles,Vertical poles for displaying flags outdoors
23-11 29 25-1,Automatic Flagpoles,Flagpoles that automatically raise and lower flags
23-11 29 25-2,Ground Set Flagpoles,Flagpoles that are mounted directly into the ground
23-11 29 25-3,Nautical Flagpoles,Flagpoles designed for use on boats and ships
23-11 29 25-4,Wall Mounted Flagpoles,Flagpoles that are mounted on a wall or building
23-11 29 27,Exterior Fountains,Decorative outdoor fountains and water features
23-11 29 27-1,Exterior Ornamental Fountains,Ornamental outdoor fountains and water features
23-11 29 29,Memorials and Statuary,Outdoor structures for memorials and statues
23-11 29 31,Monuments,Outdoor structures for commemorating events or people
23-11 29 33,Exterior Directional Signs,Outdoor signs that provide directional information
23-11 29 33-1,Finger Post Signs,Outdoor signs with multiple arms pointing in different directions
23-11 29 33-2,Street Nameplates,Outdoor signs that display street names
23-11 29 33-3,Illuminated Directional Signs,Outdoor signs with illuminated directional information
23-11 29 33-4,Directional Sign Markers,Outdoor markers that provide directional information
23-11 29 35,Bollards,Vertical posts used to control or restrict vehicle access
23-11 29 35-1,Active Anti Ram Bollards,Bollards designed to stop vehicles from ramming through
23-11 29 35-2,Passive Anti Ram Bollards,Bollards designed to passively prevent vehicle access
23-11 29 35-3,Architectural Bollards,Bollards used for architectural or decorative purposes
23-11 29 37,Public Lighting Columns,Outdoor lighting columns and poles
23-11 31 00,Athletic and Recreational Surfaces,Surfaces designed for athletic and recreational activities
23-11 31 11,Sports Field Surfacing,Specialized surfaces for sports fields and courts
23-11 31 13,Playground Surfaces,Specialized surfaces for playgrounds and play areas
23-13 00 00,Structural and Exterior Enclosure Products,Products used in the structure and exterior of buildings
23-13 11 00,"Loose Granular Fills, Aggregates, Chips, and Fibers",Loose granular materials used as fillers or aggregates
