OmniClass_Code,OmniClass_Title,Description
23-13 41 11,Roof Edgings and Trims,
23-13 41 11-1,Roof Copings,
23-13 41 11-2,Roof Counterflashing Systems,
23-13 41 11-3,Roof Gravel Stops,
23-13 41 11-4,Roof Fascias,
23-13 41 11-5,Roof Reglets,
23-13 41 11-6,Roof Scuppers,
23-13 41 13,Roof Flashings,
23-13 41 13-1,Laminated Sheet Flexible Roof Flashings,
23-13 41 13-2,Modified Bituminous Sheet Flexible Roof Flashings,
23-13 41 13-3,Plastic Sheet Flexible Roof Flashings,
23-13 41 13-4,Rubber Sheet Flexible Roof Flashings,
23-13 41 13-5,Self Adhering Sheet Flexible Roof Flashings,
23-13 41 13-6,Roof Vent Flashings,
23-13 41 13-7,Roof Flashing Drip Caps,
23-13 41 13-8,Roof Penetration Flashings,
23-13 41 15,Roof Expansion Joints,
23-13 41 17,Roof Vents,
23-13 41 17-1,Roof Relief Vents,
23-13 41 17-2,Roof Ridge Vents,
23-13 41 17-3,Roof Smoke Vents,
23-13 41 17-4,Gravity Roof Vents,
23-13 41 17-5,Automatic Roof Vents,
23-13 41 17-6,Fire Vents,
23-13 41 19,Roof Walkways,
23-13 41 19-1,Roof Pavers,
23-13 41 19-2,Precast Concrete Roof Pavers,
23-13 41 19-3,Pedestals Roof Pavers,
23-13 41 19-4,Roof Treads,
23-13 41 19-5,Rubber Roof Treads,
23-13 41 21,Roof Snow Guards,
23-13 41 23,Roof Piping Portals,
23-13 41 25,Roof Domes,
23-13 41 27,Roof Turrets,
23-13 41 29,Roof Lanterns,
23-13 41 31,Roof Curb,
23-13 41 31-1,Structural Roof Curb,
23-13 41 31-2,Acoustical Roof Curb,
23-13 41 31-3,Manufactured Roof Curbs,
23-13 41 33,Roof Gutters,
23-13 41 35,Roof Soffits,
23-13 41 37,Roof Splash Blocks,
23-13 41 39,Roof Drains,
23-13 41 39-1,Roof Downspouts,
23-13 41 39-2,Roof Drains With Strainer,
23-13 41 39-3,Roof Drains Without Strainer,
23-13 41 39-4,Eavestroughs,
23-13 41 39-5,Mechanical Fasteners for Downspouts,
23-13 41 39-6,Downspout Strainers,
23-13 41 39-7,Siphonic Roof Drains,
23-15 00 00,Interior and Finish Products,
23-15 11 00,Space Division Products,
23-15 11 11,Fixed Partitions,
23-15 11 11-1,Gypsum Board Fixed Partitions,
23-15 11 11-2,Metal Framed Gypsum Board Fixed Partitions,
23-15 11 11-3,Wood Framed Gypsum Board Fixed Partitions,
23-15 11 11-4,Plaster Fixed Partitions,
23-15 11 11-5,Gypsum Plaster Fixed Partitions,
23-15 11 11-6,Portland Cement Plaster Fixed Partitions,
23-15 11 11-7,Metal Framed Plaster Fixed Partitions,
23-15 11 11-8,Wood Framed Plaster Fixed Partitions,
23-15 11 11-9,Masonry Fixed Partitions,
23-15 11 13,Demountable Partitions,
23-15 11 13-1,General Demountable Partitions,
23-15 11 13-2,Demountable Partitions Component,
23-15 11 13-3,Partition Frames,
23-15 11 13-4,Partition Infill Panels,
23-15 11 13-5,Mechanical Fasteners for Partitions,
23-15 11 13-6,Joint Fillers and Tapes,
23-15 11 13-7,Gypsum Board Demountable Partitions,
23-15 11 13-8,Metal Demountable Partitions,
23-15 11 13-9,Wood Demountable Partitions,
23-15 11 15,Sanitary Partitions and Cubicles,
23-15 11 15-1,Toilet Compartments and Urinal Screens,
23-15 11 15-2,Metal Toilet Compartment and Urinal Screens,
23-15 11 15-3,Plastic Laminate Toilet Compartment and Urinal Screens,
23-15 11 15-4,Plastic Toilet Compartment and Urinal Screens,
23-15 11 15-5,Particleboard Toilet Compartment and Urinal Screens,
23-15 11 15-6,Stone Toilet Compartment and Urinal Screens,
23-15 11 15-7,Shower and Dressing Compartments,
23-15 11 15-8,Metal Shower and Dressing Compartments,
23-15 11 15-9,Plastic Laminate Shower and Dressing Compartments,
23-15 11 15-10,Plastic Shower and Dressing Compartments,
23-15 11 15-11,Particleboard Shower and Dressing Compartments,
23-15 11 15-12,Stone Shower and Dressing Compartments,
23-15 11 15-13,Cubicles,
23-15 11 15-14,Cubicle Curtains,
23-15 11 15-15,Cubicle Track and Hardware,
23-15 11 15-16,Storage Wall Partitions and Compartments,
23-15 11 15-17,Wire Mesh Partitions,
23-15 11 15-18,Modular Corridor Linings,
23-15 11 15-19,Combined Partitions and Ceilings,
23-15 11 17,Operable Partitions,
23-15 11 17-1,Horizontally Sliding Partitions,
23-15 11 17-2,Folding Panel Partitions,
23-15 11 17-3,Accordion Folding Partitions,
23-15 11 17-4,Coiling Partitions,
23-15 11 17-5,Vertically Sliding Room Dividers,
23-15 13 00,"Multi-Function Interior Coverings, Claddings, Linings",
23-15 13 11,Multi Function Interior Claddings,
23-15 13 13,Interior Wall and Ceiling Cladding,
23-15 13 15,Interior Siding,
23-15 13 15-1,Metal Interior Siding,
23-15 13 15-2,Composition Interior Siding,
23-15 13 15-3,Mineral Fiber Cement Interior Siding,
23-15 13 15-4,Plastic Interior Siding,
23-15 13 15-5,Wood Interior Siding,
23-15 13 17,Multi Function Interior Linings,
23-15 13 19,Wall Panels,
23-15 13 19-1,Metal Wall Panels,
23-15 13 19-2,Plastic Wall Panels,
23-15 13 19-3,Wood Wall Panels,
23-15 13 19-4,Composite Wall Panels,
23-15 13 19-5,Faced Wall Panels,
23-15 13 19-6,Aggregate Coated Wall Panels,
23-15 13 19-7,Porcelain Enameled Faced Wall Panels,
23-15 13 19-8,Tile Faced Wall Panels,
23-15 13 19-9,Fiber Reinforced Cementitious Wall Panels,
23-15 13 19-10,Glass Fiber Reinforced Cementitious Wall Panels,
23-15 13 19-11,Miner Fiber Reinforced Cementitious Wall Panels,
23-15 13 19-12,Flexible Wood Wall Sheets,
23-15 13 19-13,Acoustical Wall Treatment,
23-15 13 21,Ceiling Panels,
23-15 13 21-1,Metal Ceiling Panels,
23-15 13 21-2,Plastic Ceiling Panels,
23-15 13 21-3,Wood Ceiling Panels,
23-15 13 21-4,Composite Ceiling Panels,
23-15 13 21-5,Faced Ceiling Panels,
23-15 13 21-6,Aggregate Coated Ceiling Panels,
23-15 13 21-7,Porcelain Enameled Faced Ceiling Panels,
23-15 13 21-8,Tile Faced Ceiling Panels,
23-15 13 21-9,Fiber Reinforced Cementitious Ceiling Panels,
23-15 13 21-10,Glass Fiber Reinforced Cementitious Ceiling Panels,
23-15 13 21-11,Miner Fiber Reinforced Cementitious Ceiling Panels,
23-15 13 21-12,Flexible Wood Ceiling Sheets,
23-15 13 21-13,Acoustical Ceiling Treatment,
23-15 13 23,Interior Plasters,
23-15 13 25,Preformed Interior Casings,
23-15 15 00,"Wall Coverings, Claddings, Linings",
23-15 15 11,Wall Cladding Sections,
23-15 15 11-1,Metal Wall Cladding Sections,
23-15 15 11-2,Wood Wall Cladding Sections,
23-15 15 11-3,Plastics Wall Cladding Sections,
23-15 15 11-4,Other Wall Cladding Sections,
23-15 15 13,Wall Tiles,
23-15 15 13-1,Natural Stone Wall Tiles,
23-15 15 13-2,Reconstituted Stone Wall Tiles,
23-15 15 13-3,Cementitious Wall Tiles,
23-15 15 13-4,Clay Based Wall Tiles,
23-15 15 13-5,Metal Wall Tiles,
23-15 15 13-6,Vegetable Based Wall Tiles,
23-15 15 13-7,Plastics Wall Tiles,
23-15 15 13-8,Other Wall Tiles,
23-15 15 15,Wall Cladding Panels,
23-15 15 15-1,Wall Stone Facing,
23-15 15 15-2,Cementitious Wall Cladding Panels,
23-15 15 15-3,Precast Concrete Wall Cladding Panels,
23-15 15 15-4,Metal Wall Cladding Panels,
23-15 15 15-5,Wood Based Wall Cladding Panels,
23-15 15 15-6,Plastic Wall Cladding Panels,
23-15 15 15-7,Plastic Wall Cladding Blocks,
23-15 15 15-8,Other Wall Cladding Panels,
23-15 15 17,Wall Cladding Sheets,
23-15 15 17-1,Fiber Based Wall Cladding Sheets,
23-15 15 17-2,Metal Wall Cladding Sheets,
23-15 15 17-3,Plastic Wall Cladding Sheets,
23-15 15 17-4,Fiberglass Reinforced Panels,
23-15 15 19,Wall Coverings,
23-15 15 19-1,Wallpaper,
23-15 15 19-2,Wall Fabrics,
23-15 15 19-3,Plastic Wall Coverings,
23-15 15 19-4,Cork Wall Covering,
23-15 15 19-5,Vinyl Coated Fabric Wall Covering,
23-15 15 19-6,Vinyl Wall Covering,
23-15 15 19-7,Wall Carpet,
23-15 15 19-8,Wall Veneers,
23-15 15 21,Wall Blocks,
23-15 15 23,Wall Linings,
23-15 15 25,Wall Finish Coatings,
23-15 15 27,Renders,
23-15 15 29,Acoustical Wall Finishes,
23-15 15 31,Wall Specialties and Trim,
23-15 15 31-1,Wall Pilasters,
23-15 15 31-2,Wall Niches,
23-15 15 31-3,Wall Moldings,
23-15 15 31-4,Renovating Wall Coverings,
23-15 15 31-5,Renovating Wall Claddings,
23-15 15 33,Wall Finish Restoration Products,
23-15 15 35,Security Wall Protection Products,
23-15 15 35-1,Blast Resistant Wall Exteriors,
23-15 15 35-2,Blast Resistant Wall Interiors,
23-15 17 00,Floor Coverings,
23-15 17 11,Flooring Specialties and Accessories,
23-15 17 11-1,Floor Toppings,
23-15 17 11-2,Concrete Floor Toppings,
23-15 17 11-3,Floor Underlayments,
23-15 17 11-4,Cementitious Floor Underlayments,
23-15 17 11-5,Gypsum Floor Underlayments,
23-15 17 11-6,Portland Cement Floor Underlayments,
23-15 17 11-7,Acoustical Underlayments,
23-15 17 11-8,Crack Prevention Mat Underlayments,
23-15 17 11-9,Floor Treatment Products,
23-15 17 11-10,Floor Sealers,
23-15 17 11-11,Floor Hardeners,
23-15 17 11-12,Slip Resistant Floor Treatment,
23-15 17 11-13,Static Resistant Floor Treatment,
23-15 17 11-14,Acid Resistant Floor Treatment,
23-15 17 11-15,Floor Base and Accessories,
23-15 17 11-16,Base and Accessories for Floor Coverings,
23-15 17 11-17,Acoustic Floor Mountings,
23-15 17 11-18,Floor Mats and Grilles,
23-15 17 11-19,Floor Mats,
23-15 17 11-20,Floor Grilles,
23-15 17 11-21,Floor Gratings,
23-15 17 11-22,Flooring Restoration Products,
23-15 17 11-23,Bamboo,
23-15 17 13,"Floor Covering Strips, Tiles, Blocks, and Slabs",
23-15 17 13-1,Wood Flooring,
23-15 17 13-2,Cushioned Wood Flooring Assemblies,
23-15 17 13-3,Mastic Set Wood Flooring Assemblies,
23-15 17 13-4,Resilient Wood Flooring Assemblies,
23-15 17 13-5,Wood Athletic Flooring,
23-15 17 13-6,Wood Block Flooring,
23-15 17 13-7,Wood Composition Flooring,
23-15 17 13-8,Wood Parquet Flooring,
23-15 17 13-9,Wood Strip Flooring,
23-15 17 13-10,Tile Flooring,
23-15 17 13-11,Clay Based Flooring,
23-15 17 13-12,Ceramic Tile Flooring,
23-15 17 13-13,Ceramic Mosaic Tile Flooring,
23-15 17 13-14,Conductive Tile Flooring,
23-15 17 13-15,Quarry Tile Flooring,
23-15 17 13-16,Chemical Resistant Quarry Tile Flooring,
23-15 17 13-17,Porcelain Tile Flooring,
23-15 17 13-18,Glass Mosaic Tile Flooring,
23-15 17 13-19,Plastic Tile Flooring,
23-15 17 13-20,Metal Tile Flooring,
23-15 17 13-21,Natural Cut Stone Tile Flooring,
23-15 17 13-22,Tile Flooring Restoration Products,
23-15 17 13-23,Terrazzo Flooring,
23-15 17 13-24,Portland Cement Terrazzo Flooring,
23-15 17 13-25,Precast Terrazzo Flooring,
23-15 17 13-26,Conductive Terrazzo Flooring,
23-15 17 13-27,Plastic matrix Terrazzo Flooring,
23-15 17 13-28,Terrazzo Flooring Restoration Products,
23-15 17 13-29,Masonry Flooring,
23-15 17 13-30,Brick Flooring,
23-15 17 13-31,Chemical Resistant Brick Flooring,
23-15 17 13-32,Stone Flooring,
23-15 17 13-33,Other Masonry Flooring,
23-15 17 13-34,Precast Tile and Slab Flooring,
23-15 17 13-35,Metal Flooring,
23-15 17 15,Resilient Flooring,
23-15 17 15-1,Cork Flooring,
23-15 17 15-2,Plastic Flooring,
23-15 17 15-3,Rubber Flooring,
23-15 17 15-4,Linoleum Flooring,
23-15 17 15-5,Mechanical Fasteners for Resilient Floor Coverings,
23-15 17 15-6,Floor Clips,
23-15 17 15-7,Carpet Grippers,
23-15 17 15-8,Stair Rods,
23-15 17 15-9,Other Resilient Flooring,
23-15 17 17,Carpet Flooring,
23-15 17 17-1,Carpet Cushions,
23-15 17 17-2,Carpet Tiles,
23-15 17 17-3,Indoor Carpet Flooring,
23-15 17 17-4,Outdoor Carpet Flooring,
23-15 17 17-5,Sheet Carpet Flooring,
23-15 17 19,Preformed Flooring Equipment Systems,
23-15 17 19-1,Floating Floors,
23-15 17 19-2,Portable Floors,
23-15 17 19-3,Convertible Floors,
23-15 17 19-4,Gymnasium or Dance Flooring,
23-15 17 21,Access Flooring Components,
23-15 17 21-1,Access Floor Frames,
23-15 17 21-2,Access Floor Infill Panels,
23-15 17 23,Rigid Grid Access Flooring,
23-15 17 25,Snap On Stringer Access Flooring,
23-15 17 27,Stringerless Access Flooring,
23-15 17 29,Floor Finishing Coatings,
23-15 17 29-1,Industrial Floor Coatings,
23-15 17 29-2,Fluid Applied Flooring,
23-15 17 29-3,Elastomeric Liquid Flooring,
23-15 17 29-4,Epoxy Marble Chip Flooring,
23-15 17 29-5,Magnesium Oxychoride Flooring,
23-15 17 29-6,Mastic Fills Flooring,
23-15 17 29-7,Resinous Flooring,
23-15 17 29-8,Seamless Quartz Flooring,
23-15 19 00,"Ceiling Coverings, Claddings, and Linings",
23-15 19 11,Ceiling Baffles,
23-15 19 13,Ceiling Clouds,
23-15 19 15,"Ceiling Tiles, Panels, Strips, and Sections",
23-15 19 15-1,Ceiling Tiles,
23-15 19 15-2,Acoustical Ceiling Tile,
23-15 19 15-3,Ceiling Panels,
23-15 19 15-4,Acoustical Ceiling Panels,
23-15 19 15-5,Mirror Ceiling Panels,
23-15 19 15-6,Curved Ceiling Panels,
23-15 19 15-7,Metal Ceiling Panels,
23-15 19 15-8,Ceiling Covering Strips,
23-15 19 15-9,Linear Metal Ceiling Covering Strips,
23-15 19 15-10,Linear Wood Ceiling Covering Strips,
23-15 19 15-11,Ceiling Covering Sections,
23-15 19 15-12,Suspended Decorative Ceiling Grids,
23-15 19 17,Ceiling Finishing Coatings,
23-15 19 17-1,Textured Ceilings,
23-15 19 17-2,Gypsum Panel Textured Ceilings,
23-15 19 17-3,Metal Panel Textured Ceilings,
23-15 19 19,Ceiling Specialties and Accessories,
23-15 19 19-1,Roses Ceiling Centerpieces,
23-15 19 19-2,Ceiling Coving,
23-15 19 19-3,Ceiling Cornices,
23-15 19 19-4,Ceiling Friezes,
23-15 19 19-5,Integral Speaking Panels,
23-15 19 21,Ceiling Assembly Restoration Products,
23-15 19 23,Ceilings,
23-15 19 23-1,Suspended Ceilings,
23-15 19 23-2,Suspended Ceiling Components,
23-15 19 23-3,"Suspended Ceilings, Suspension Assembly",
23-15 19 23-4,"Suspended Ceilings, Panels and Tiles",
23-15 19 23-5,"Suspended Ceilings, Grids",
23-15 19 23-6,Mechanical Fasteners for Suspended Ceilings,
23-15 19 23-7,Acoustical Ceilings,
23-15 19 23-8,Metal Pan Acoustical Ceilings,
23-15 19 23-9,Acoustical Panel Ceilings,
23-15 19 23-10,Acoustical Tile Ceilings,
23-15 19 23-11,Specialty Ceilings,
23-15 19 23-12,Integrated Ceilings,
23-15 19 23-13,Linear Ceilings,
23-15 19 23-14,Metal Linear Ceilings,
23-15 19 23-15,Wood Linear Ceilings,
23-15 19 23-16,Luminous Ceilings,
23-15 19 23-17,Mirror Panel Ceilings,
23-15 19 23-18,Textured Ceilings,
23-15 19 23-19,Suspended Decorative Grids,
23-15 19 23-20,Clean Room Ceilings,
23-15 19 23-21,Stretched Fabric Ceilings,
23-15 21 00,Surface Applied Coatings,
23-15 21 11,Paints and Varnishes,
23-15 21 11-1,General Purpose Paints and Varnishes,
23-15 21 11-2,Solvent Based General Purpose Paints and Varnishes,
23-15 21 11-3,Water Based General Purpose Paints and Varnishes,
23-15 21 11-4,Textured Paints,
23-15 21 11-5,Solvent Based Textured Paints,
23-15 21 11-6,Water Based Textured Paints,
23-15 21 13,Paints for Particular Applications,
23-15 21 13-1,Corrosion Prevention Paints,
23-15 21 13-2,Solar Reflective Paints,
23-15 21 13-3,Fluorescent Paints,
23-15 21 13-4,Line Paints,
23-15 21 13-5,Roadway Marking Paints,
23-15 21 13-6,Swimming Pool Paints,
23-15 21 13-7,Coatings for Concrete and Masonry,
23-15 21 13-8,Mold/Mildew Resistant Coatings,
23-15 21 15,Powder Coating Services,
23-15 21 15-1,Factory Applied Metal Powder Coatings,
23-15 21 17,Inorganic Metal Treatments,
23-15 21 17-1,Galvanized Coatings,
23-15 21 17-2,Anodized Coatings,
23-15 21 17-3,Electro Plated Coatings,
23-15 21 17-4,Vitreous Enameling,
23-15 21 19,Stains and Decorative Surface Impregnations,
23-15 21 19-1,Decorative Wood Conservation Products,
23-15 21 19-2,Stains,
23-15 21 19-3,Opaque Stains,
23-15 21 19-4,Exterior Opaque Stains,
23-15 21 19-5,Interior Opaque Stains,
23-15 21 19-6,Transparent Stains,
23-15 21 19-7,Exterior Transparent Stains,
23-15 21 19-8,Interior Transparent Stains,
23-15 21 21,High Performance Coatings,
23-15 21 21-1,Abrasion Resistant Coatings,
23-15 21 21-2,Chemical Resistant Coatings,
23-15 21 21-3,Elastomeric Coatings,
23-15 21 21-4,Fire Resistant Coatings,
23-15 21 21-5,Graffiti Resistant Coatings,
23-15 21 21-6,High Building Coatings,
23-15 21 21-7,Intumescent Paints,
23-15 21 21-8,Marine Coatings,
23-15 21 21-9,Textured Plastic Coatings,
23-15 21 23,Protective Surface Impregnations,
23-15 21 23-1,Surface Consolidation Hardening Impregnations,
23-15 21 23-2,Impregnations Protecting from Biological Attack,
23-15 21 23-3,Wood Treatment Protecting from Biological Attack,
23-15 21 23-4,Impregnations Protecting from Fire,
23-15 21 23-5,Wood Treatment Protecting from Fire,
23-15 21 23-6,Fire Retardant Treatment,
23-15 21 23-7,Water Repellents,
23-15 21 23-8,Acrylic Water Repellents,
23-15 21 23-9,Silane Water Repellents,
23-15 21 23-10,Silicone Water Repellents,
23-15 21 23-11,Siloxane Water Repellents,
23-15 21 23-12,Stearate Water Repellents,
23-17 00 00,"Openings, Passages, and Protection Products",
23-17 11 00,Doors,
23-17 11 11,Door Components,
23-17 11 11-1,Door Frames,
23-17 11 11-2,Preassembled Door and Frame Units,
23-17 11 11-3,Door Fanlights,
23-17 11 11-4,Door Sections,
23-17 11 11-5,Structural Door Sections,
23-17 11 11-6,Door Cladding Sections,
23-17 11 11-7,Door Linings and Boards,
23-17 11 11-8,Door Renovation Sets,
23-17 11 11-9,Door Sidelites,
23-17 11 11-10,Door Accessories,
23-17 11 11-11,Door Peep Holes,
23-17 11 11-12,Door Buffers,
23-17 11 11-13,Door Stops,
23-17 11 11-14,Door Mail Openings,
23-17 11 11-15,Door Mail Slots,
23-17 11 11-16,Door Louvers,
23-17 11 11-17,Door Lights,
23-17 11 13,Metal Doors,
23-17 11 13-1,Hollow Metal Doors,
23-17 11 13-2,Aluminum Doors,
23-17 11 13-3,Aluminum Screen Doors,
23-17 11 13-4,Aluminum Storm Doors,
23-17 11 13-5,Steel Doors,
23-17 11 13-6,Steel Screen Doors,
23-17 11 13-7,Steel Storm Doors,
23-17 11 13-8,Bronze Doors,
23-17 11 13-9,Sliding Metal Doors,
23-17 11 13-10,Folding Metal Doors,
23-17 11 13-11,Revolving Metal Doors,
23-17 11 13-12,Overhead Metal Doors,
23-17 11 13-13,Roller Shutter Overhead Metal Doors,
23-17 11 13-14,Sectional Overhead Metal Doors,
23-17 11 15,Wood Doors,
23-17 11 15-1,Carved Wood Doors,
23-17 11 15-2,Flush Wood Doors,
23-17 11 15-3,Clad Wood Doors,
23-17 11 15-4,Prefinished Wood Doors,
23-17 11 15-5,Stile and Rail Wood Doors,
23-17 11 15-6,Wood Storm Doors,
23-17 11 15-7,Wood Screen Doors,
23-17 11 15-8,Sliding Wood Doors,
23-17 11 15-9,Folding Wood Doors,
23-17 11 15-10,Revolving Wood Doors,
23-17 11 15-11,Overhead Wood Doors,
23-17 11 15-12,Roller Shutter Overhead Wood Doors,
23-17 11 15-13,Sectional Overhead Wood Doors,
23-17 11 17,Plastic Doors,
23-17 11 17-1,Laminated Plastic Doors,
23-17 11 17-2,Solid Plastic Doors,
23-17 11 17-3,Plastic Storm Doors,
23-17 11 17-4,Plastic Screen Doors,
23-17 11 17-5,Sliding Plastic Doors,
23-17 11 17-6,Folding Plastic Doors,
23-17 11 17-7,Revolving Plastic Doors,
23-17 11 17-8,Overhead Plastic Doors,
23-17 11 17-9,Roller Shutter Overhead Plastic Doors,
23-17 11 17-10,Sectional Overhead Plastic Doors,
23-17 11 19,Composite Doors,
23-17 11 19-1,Fiberglass Composite Doors,
23-17 11 19-2,Sliding Composite Doors,
23-17 11 19-3,Folding Composite Doors,
23-17 11 19-4,Composite Hinged Doors,
23-17 11 19-5,Revolving Composite Doors,
23-17 11 19-6,Overhead Composite Doors,
23-17 11 19-7,Roller Shutter Overhead Composite Doors,
23-17 11 19-8,Sectional Overhead Composite Doors,
23-17 11 21,Glazed Doors,
23-17 11 21-1,Glazed Hinged Doors,
23-17 11 23,All Glass Doors,
23-17 11 23-1,Swinging All Glass Doors,
23-17 11 23-2,Sliding All Glass Doors,
23-17 11 23-3,Folding All Glass Doors and Grilles,
23-17 11 23-4,Accordion Folding All Glass Doors,
23-17 11 23-5,Panel Folding All Glass Doors,
23-17 11 23-6,Bifold All Glass Doors,
23-17 11 23-7,Revolving All Glass Doors,
23-17 11 23-8,Balanced All Glass Doors,
23-17 11 25,Passage Grilles,
23-17 11 25-1,Sliding Passage Grilles,
23-17 11 25-2,Folding Passage Grilles,
23-17 11 25-3,Accordion Folding Passage Grilles,
23-17 11 25-4,Rolling Grilles,
23-17 11 27,Access Doors,
23-17 11 27-1,Trap Doors,
23-17 11 27-2,Access Doors,
23-17 11 27-3,Floor Hatches,
23-17 11 27-4,Roof Hatches,
23-17 11 27-5,Security Floor Hatches,
23-17 11 27-6,Security Roof Hatches,
23-17 11 27-7,Forced Entry and Ballistic Resistant Roof Hatches,
23-17 11 27-8,Ballistic Resistant Roof Hatches,
23-17 11 27-9,Man Hole Accesses,
23-17 11 29,Access Panels,
23-17 11 29-1,Equipment Access Panels,
23-17 11 31,Fire Doors,
23-17 11 31-1,Fire Rated Doors,
23-17 11 31-2,Fire Rated Overhead Doors,
23-17 11 31-3,Fire Rated Rolling Doors,
23-17 11 31-4,Fire Rated Sliding Doors,
23-17 11 31-5,Fire Rated Hinged Doors,
23-17 11 31-6,Fire Rated Revolving Doors,
23-17 11 31-7,Temperature Rate of Rise Fire Rated Doors,
23-17 11 31-8,Temperature Rate of Rise Fire Rated Overhead Doors,
23-17 11 31-9,Temperature Rate of Rise Fire Rated Rolling Doors,
23-17 11 31-10,Temperature Rate of Rise Fire Rated Sliding Doors,
23-17 11 31-11,Temperature Rate of Rise Fire Rated Hinged Doors,
23-17 11 31-12,Temperature Rate of Rise Fire Rated Revolving Doors,
23-17 11 35,Fire Shutters,
23-17 11 37,Controlled Environment Doors,
23-17 11 37-1,Cold Storage Doors,
23-17 11 37-2,Sound Control Doors,
23-17 11 37-3,Radiation Protection Doors,
23-17 11 37-4,Electromagnetic Shielding Doors,
23-17 11 37-5,Radio Frequency Protection Doors,
23-17 11 37-6,BO Shielding Doors,
23-17 11 37-7,X Ray Protection Doors,
23-17 11 37-8,Nuclear Radiation Protection Doors,
23-17 11 37-9,High Energy Magnetic Pulse Protection Doors,
23-17 11 39,Detention Doors,
23-17 11 41,Hanger Doors,
23-17 11 43,Lightproof Doors,
23-17 11 43-1,Revolving Darkroom Door,
23-17 11 45,Traffic Doors,
23-17 11 45-1,Flexible Traffic Doors,
23-17 11 45-2,Flexible Strip Doors,
23-17 11 45-3,Rigid Panel Traffic Doors,
23-17 11 45-4,Rapid Opening Doors,
23-17 11 47,Pressure Resistant Doors,
23-17 11 47-1,Airtight Doors,
23-17 11 47-2,Watertight Doors,
23-17 11 49,Security Rated Door,
23-17 11 49-1,Blast Resistant Doors,
23-17 11 49-2,Forced Entry Door,
23-17 11 49-3,Multi Forced Entry Lock Door,
23-17 11 49-4,Single Forced Entry Lock Door,
23-17 11 49-5,Forced Entry and Ballistic Resistant Door,
23-17 11 49-6,Ballistic Resistant Door,
23-17 13 00,Windows,
23-17 13 11,Window Components,
23-17 13 11-1,Window Sections,
23-17 13 11-2,Window Linings and Boards,
23-17 13 11-3,Window Vents,
23-17 13 11-4,Window Frames,
23-17 13 11-5,Transoms,
23-17 13 11-6,Sidelites,
23-17 13 11-7,Retractable Screens,
23-17 13 13,Metal Windows,
23-17 13 13-1,Metal Fixed Windows,
23-17 13 13-2,Metal Horizontal Sliding Windows,
23-17 13 13-3,Metal Single Hung Windows,
23-17 13 13-4,Metal Double Hung Windows,
23-17 13 13-5,Metal Triple Hung Windows,
23-17 13 13-6,Metal Awning Windows,
23-17 13 13-7,Metal Casement Windows,
23-17 13 13-8,Metal Hopper Windows,
23-17 13 13-9,Metal Vertical Pivoted Windows,
23-17 13 13-10,Metal Jalousie Windows,
23-17 13 15,Wood Windows,
23-17 13 15-1,Wood Fixed Windows,
23-17 13 15-2,Wood Horizontal Sliding Windows,
23-17 13 15-3,Wood Single Hung Windows,
23-17 13 15-4,Wood Double Hung Windows,
23-17 13 15-5,Wood Triple Hung Windows,
23-17 13 15-6,Wood Awning Windows,
23-17 13 15-7,Wood Casement Windows,
23-17 13 15-8,Wood Hopper Windows,
23-17 13 15-9,Wood Vertical Pivoted Windows,
23-17 13 15-10,Wood Jalousie Windows,
23-17 13 17,Plastic Windows,
23-17 13 17-1,Plastic Fixed Windows,
23-17 13 17-2,Plastic Horizontal Sliding Windows,
23-17 13 17-3,Plastic Single Hung Windows,
23-17 13 17-4,Plastic Double Hung Windows,
23-17 13 17-5,Plastic Triple Hung Windows,
23-17 13 17-6,Plastic Awning Windows,
23-17 13 17-7,Plastic Casement Windows,
23-17 13 17-8,Plastic Hopper Windows,
23-17 13 17-9,Plastic Vertical Pivoted Windows,
23-17 13 17-10,Plastic Jalousie Windows,
23-17 13 17-11,Plastic Jalousie Awning Windows,
23-17 13 19,Composite Windows,
23-17 13 19-1,Composite Fixed Windows,
23-17 13 19-2,Composite Horizontal Sliding Windows,
23-17 13 19-3,Composite Single Hung Windows,
23-17 13 19-4,Composite Double Hung Windows,
23-17 13 19-5,Composite Triple Hung Windows,
23-17 13 19-6,Composite Awning Windows,
23-17 13 19-7,Composite Casement Windows,
23-17 13 19-8,Composite Hopper Windows,
23-17 13 19-9,Composite Vertical Pivoted Windows,
23-17 13 19-10,Composite Jalousie Windows,
23-17 13 19-11,Composite Jalousie Awning Windows,
23-17 13 21,Projecting Windows,
23-17 13 21-1,Bay Windows,
23-17 13 21-2,Angles Bay Windows,
23-17 13 21-3,Box Bay Windows,
23-17 13 21-4,Bow Windows,
23-17 13 23,Roof Windows,
23-17 13 25,Masonry Windows,
23-17 13 25-1,Glass Masonry Unit Windows,
23-17 13 27,Special Purpose Windows,
23-17 13 27-1,Fire Rated Windows,
23-17 13 27-2,Detention Windows,
23-17 13 27-3,Pass Windows,
23-17 13 27-4,Controlled Environment Windows,
23-17 13 27-5,Sound Control Windows,
23-17 13 27-6,Radiation Protection Windows,
23-17 13 27-7,Electromagnetic Shielding Windows,
23-17 13 27-8,BO Shielding Windows,
23-17 13 27-9,Radio Frequency Protection Windows,
23-17 13 27-10,X Ray Protection Windows,
23-17 13 27-11,Nuclear Radiation Protection Windows,
23-17 13 27-12,High Energy Magnetic Pulse Protection Windows,
23-17 13 29,Security Windows,
