OmniClass_Code,OmniClass_Title,Description
22-43 42 53,Fiberglass Reinforced Plastic Pressure Tanks,Fiberglass reinforced plastic pressure tanks for storing compressed gases
22-43 42 83,Non-metallic Specialty Pressure Tanks,Specialty non-metallic pressure tanks for storing unique compressed materials
22-44 00 00,Pollution and Waste Control Equipment,"Equipment for controlling and managing air, water, noise, odor, and solid waste pollution"
22-44 01 00,Operation and Maintenance of Pollution and Waste Control Equipment,Procedures for operating and maintaining pollution and waste control equipment
22-44 01 10,Operation and Maintenance of Air Pollution Control,Procedures for operating and maintaining air pollution control equipment
22-44 01 20,Operation and Maintenance of Noise Pollution Control,Procedures for operating and maintaining noise pollution control equipment
22-44 01 30,Operation and Maintenance of Odor Control Equipment,Procedures for operating and maintaining odor control equipment
22-44 01 40,Operation and Maintenance of Water Pollution Control Equipment,Procedures for operating and maintaining water pollution control equipment
22-44 01 50,Operation and Maintenance of Solid Waste Control and Reuse,Procedures for operating and maintaining solid waste control and reuse equipment
22-44 01 60,Operation and Maintenance of Waste Thermal Processing Equipment,Procedures for operating and maintaining waste thermal processing equipment
22-44 05 00,Common Work Results for Pollution and Waste Control Equipment,Common work requirements for pollution and waste control equipment
22-44 05 05,Selective Demolition for Pollution and Waste Control Equipment,Selective demolition of pollution and waste control equipment
22-44 06 00,Schedules for Pollution and Waste Control Equipment,Schedules for pollution and waste control equipment
22-44 06 10,Schedules for Air Pollution Control,Schedules for air pollution control equipment
22-44 06 20,Schedules for Noise Pollution Control,Schedules for noise pollution control equipment
22-44 06 30,Schedules for Odor Control Equipment,Schedules for odor control equipment
22-44 06 40,Schedules for Water Pollution Control Equipment,Schedules for water pollution control equipment
22-44 06 50,Schedules for Solid Waste Control and Reuse,Schedules for solid waste control and reuse equipment
22-44 06 60,Schedules for Waste Thermal Processing Equipment,Schedules for waste thermal processing equipment
22-44 08 00,Commissioning of Pollution and Waste Control Equipment,Commissioning of pollution and waste control equipment
22-44 08 10,Commissioning of Air Pollution Control,Commissioning of equipment to control air pollution
22-44 08 20,Commissioning of Noise Pollution Control,Commissioning of equipment to control noise pollution
22-44 08 30,Commissioning of Odor Control Equipment,Commissioning of equipment to control odors
22-44 08 40,Commissioning Water Pollution Control Equipment,Commissioning of equipment to control water pollution
22-44 08 50,Commissioning Solid Waste Control and Reuse,Commissioning of equipment to control and reuse solid waste
22-44 08 60,Commissioning of Waste Thermal Processing Equipment,Commissioning of equipment to process waste through thermal methods
22-44 10 00,Air Pollution Control,Equipment to control air pollution
22-44 11 00,Particulate Control Equipment,Equipment to control particulate matter in the air
22-44 11 13,Fugitive Dust Control,Equipment to control fugitive dust emissions
22-44 11 16,Fugitive Dust Barrier Systems,Barrier systems to control fugitive dust emissions
22-44 11 19,Atmospheric Air Quality Monitoring Equipment,Equipment to monitor air quality in the atmosphere
22-44 11 20,Gravitational Separators,Equipment that uses gravity to separate particles from air
22-44 11 31,Venturi Scrubbing Equipment,Equipment that uses a venturi scrubber to remove particles from air
22-44 11 33,Spray Tower/Chamber Scrubbing Equipment,Equipment that uses a spray tower or chamber to remove particles from air
22-44 11 36,Cyclone Scrubbing Equipment,Equipment that uses a cyclone to remove particles from air
22-44 11 51,Pulse Jet Fabric Filtration Equipment,Equipment that uses a pulse jet fabric filter to remove particles from air
22-44 11 53,Reverse Flow Fabric Filtration Equipment,Equipment that uses a reverse flow fabric filter to remove particles from air
22-44 11 54,Shake/Deflate Fabric Filtration Equipment,Equipment that uses a shake/deflate fabric filter to remove particles from air
22-44 11 56,Cartridge Filtration Equipment,Equipment that uses cartridge filters to remove particles from air
22-44 11 59,Disposable Dry Filtration Equipment,Equipment that uses disposable dry filters to remove particles from air
22-44 11 71,Cyclone Dust Collection Equipment,Equipment that uses a cyclone to collect dust particles
22-44 11 73,Multicylone Dust Collection Equipment,Equipment that uses multiple cyclones to collect dust particles
22-44 11 76,Mist Elimination Equipment,Equipment that removes mist or droplets from air
22-44 11 93,Wet Electrostatic Precipitator Equipment,Equipment that uses a wet electrostatic precipitator to remove particles from air
22-44 11 96,Dry Plate Electrostatic Precipitator Equipment,Equipment that uses a dry plate electrostatic precipitator to remove particles from air
22-44 13 00,Gaseous Air Pollution Control Equipment,Equipment to control gaseous air pollution
22-44 13 11,Spray Tower/Chamber Absorption Equipment,Equipment that uses a spray tower or chamber to absorb gases
22-44 13 13,Packed Tower/Chamber Absorption Equipment,Equipment that uses a packed tower or chamber to absorb gases
22-44 13 14,Tray Tower Absorption Equipment,Equipment that uses a tray tower to absorb gases
22-44 13 16,Jet Bubbling Reactor Equipment,Equipment that uses a jet bubbling reactor to absorb gases
22-44 13 17,Venturi Absorption Equipment,Equipment that uses a venturi to absorb gases
22-44 13 20,Vacuum Extraction Systems,Systems that use vacuum extraction to control gaseous pollution
22-44 13 31,Powdered Injection Adsorption Equipment,Equipment that uses powdered injection to adsorb gases
22-44 13 33,Fluidized Bed Adsorption Equipment,Equipment that uses a fluidized bed to adsorb gases
22-44 13 34,Fixed Bed Adsorption Equipment,Equipment that uses a fixed bed to adsorb gases
22-44 13 36,Rotary Bed Adsorption Equipment,Equipment that uses a rotary bed to adsorb gases
22-44 13 39,Radial Bed Adsorption Equipment,Equipment that uses a radial bed to adsorb gases
22-44 13 51,Thermal Oxidation Equipment,Equipment that uses thermal oxidation to destroy gases
22-44 13 53,Catalytic Oxidation Equipment,Equipment that uses catalytic oxidation to destroy gases
22-44 13 56,Flare Oxidation Equipment,Equipment that uses flares to oxidize gases
22-44 13 59,Claus Sulfur Recovery Equipment,Equipment that uses the Claus process to recover sulfur from gases
22-44 13 71,Thermal Reduction Equipment,Equipment that uses thermal reduction to remove gases
22-44 13 73,Catalytic Reduction Equipment,Equipment that uses catalytic reduction to remove gases
22-44 13 76,Non-catalytic Reduction Equipment,Equipment that uses non-catalytic reduction to remove gases
22-44 13 77,Selective Non-catalytic Reduction Equipment,Equipment that uses selective non-catalytic reduction to remove gases
22-44 13 81,Condensation Systems,Systems that use condensation to remove gases
22-44 13 83,Contact Condensing Equipment,Equipment that uses contact condensation to remove gases
22-44 13 86,Solvent Recovery Equipment,Equipment that uses solvents to recover gases
22-44 13 91,Biofilter Media,Media used in biofilters to remove gases
22-44 13 93,Fixed Bed Biofilter Equipment,Equipment that uses a fixed bed biofilter to remove gases
22-44 13 96,Fixed Bed Biotrickling Filter Equipment,Equipment that uses fixed bed biotrickling filters to remove pollutants from air or water.
22-44 13 97,Fixed Bed Bioscrubbing Equipment,Equipment that uses fixed bed bioscrubbing to remove pollutants from air or water.
22-44 20 00,Noise Pollution Control,Equipment and systems used to control and reduce noise pollution.
22-44 21 00,Noise Pollution Control Equipment,Equipment used to control and reduce noise pollution.
22-44 21 13,Fixed Noise Abatement Barriers,Fixed barriers designed to reduce noise levels.
22-44 21 16,Flexible Noise Abatement Barriers,Flexible barriers designed to reduce noise levels.
22-44 21 19,Portable Noise Abatement Barriers,Portable barriers designed to reduce noise levels.
22-44 21 23,Noise Pollution Silencers,Equipment that reduces noise levels by silencing or dampening sound.
22-44 21 26,Frequency Cancellers,Equipment that cancels out specific sound frequencies to reduce noise.
22-44 30 00,Odor Control,Equipment and systems used to control and reduce odor pollution.
22-44 31 00,Odor Treatment Equipment,Equipment used to treat and remove odors from air or water.
22-44 31 11,Wet Chemical Packed Tower Odor Control Equipment,Equipment that uses wet chemical packed towers to control odors.
22-44 31 13,Chemical Mist System Odor Control Equipment,Equipment that uses chemical mist systems to control odors.
22-44 31 16,Activated Carbon Adsorption Odor Control Equipment,Equipment that uses activated carbon adsorption to control odors.
22-44 31 19,Packaged Odor Control Systems,Packaged systems that control odors using various technologies.
22-44 31 21,Odor Control Biofilters,Equipment that uses biofilters to control odors.
22-44 31 28,Odor Control Biofilter Aeration Floor,The aeration floor in a biofilter system that controls odors.
22-44 31 29,Odor Control Biofilter Media,The media used in a biofilter system to control odors.
22-44 31 31,Odor Control Biotrickling Filter Equipment,Equipment that uses biotrickling filters to control odors.
22-44 31 33,Odor Control Bioscrubbing Equipment,Equipment that uses bioscrubbing to control odors.
22-44 31 41,Odor Control Vapor Combustion Equipment,Equipment that uses vapor combustion to control odors.
22-44 31 83,Adjusting and Balancing Odor Control Systems,Equipment and systems used to adjust and balance odor control systems.
22-44 32 00,Odor Dispersing and Masking/Counteracting Equipment,"Equipment used to disperse, mask, or counteract odors."
22-44 32 13,Odor Dispersing Exhaust Stacks,Exhaust stacks designed to disperse odors.
22-44 32 13-1,Fan-equipped Odor Dispersing Exhaust Stacks,Exhaust stacks with fans to disperse odors.
22-44 32 23,Odor Masking/Counteracting Equipment,Equipment used to mask or counteract odors.
22-44 40 00,Water Pollution Control Equipment,Equipment and systems used to control and treat water pollution.
22-44 41 00,Water Pollution Containment and Cleanup Equipment,Equipment used to contain and clean up water pollution.
22-44 41 13,Spill Cleanup,Equipment and materials used for spill cleanup.
22-44 41 21,Containment Booms,Floating barriers used to contain spills in water.
22-44 41 23,Marine Spill Accessories,Accessories used with marine spill containment equipment.
22-44 41 31,Spill Decks,Containment platforms or decks used to contain spills.
22-44 41 32,Drum Containment Units,Containment units for storing drums and preventing spills.
22-44 41 33,Containment Pallets,Containment pallets used to prevent spills from leaking containers.
22-44 41 34,Prefabricated Spill Containment Curbing,Prefabricated curbing used to contain spills.
22-44 41 36,Prefabricated Spill Containment Berms,Prefabricated berms used to contain spills.
22-44 41 37,Prefabricated Berms for Tank Containment,Prefabricated berms used to contain spills around storage tanks.
22-44 41 41,Collapsible Storage Tanks,Collapsible tanks used for temporary storage of spilled materials.
22-44 50 00,Solid Waste Control and Reuse,"Equipment and systems used to collect, transfer, and process solid waste."
22-44 51 00,"Solid Waste Collection, Transfer, and Hauling Equipment","Equipment used to collect, transfer, and haul solid waste."
22-44 51 13,Solid Waste Portable Containers,Portable containers used for collecting solid waste.
22-44 51 16,Solid Waste Stationary Containers,Stationary containers used for collecting solid waste.
22-44 51 23,Solid Waste Transfer Trailers,Trailers used to transfer solid waste to processing or disposal sites.
22-44 53 00,Solid Waste Processing Equipment,Equipment used to process and handle solid waste.
22-44 53 11,Live-floor Storage Bins,Storage bins with live floors for solid waste processing.
22-44 53 13,Refuse Cranes and Accessories,Cranes and accessories used in solid waste processing.
22-44 53 16,Solid Waste Screens,Screens used to sort and separate solid waste materials.
22-44 53 21,Car Crushers,Equipment used to crush and compact solid waste materials.
22-44 53 23,Shears and Guillotines,Shears and guillotines used to cut and process solid waste.
22-44 53 26,Shredders and Grinders,Shredders and grinders used to break down solid waste materials.
22-44 53 27,Perforators,Devices used to punch holes in materials
22-44 53 31,Bag Breakers,Equipment used to break open bags or containers
22-44 53 33,Granulators,Machines that grind or shred materials into smaller pieces
22-44 53 36,Crumb Rubber Systems,Systems that process crumb rubber from recycled tires
22-44 53 39,Briquetters,Machines that compress materials into briquettes or blocks
22-44 53 41,Vibratory Table Separation Equipment,Equipment that uses vibration to separate materials
22-44 53 43,Ferrous Metals Separation Equipment,Devices that separate ferrous metals from other materials
22-44 53 44,Eddy Current Separators,Machines that use eddy currents to separate non-ferrous metals
22-44 53 46,Single-stream Materials Separation Equipment,Equipment that separates materials in a single-stream recycling process
22-44 53 49,Ballistic Separators,Machines that use ballistic separation to sort materials
22-44 53 51,Air Classifying Equipment,Equipment that uses air flow to classify and separate materials
22-44 53 52,Air Knives,Devices that use air knives to separate materials
22-44 53 53,Optical Sorting Equipment,Machines that use optical sensors to sort materials
22-44 53 56,Packaged Sorting Stations,Packaged stations for sorting and separating recycled materials
22-44 53 59,Packaged Reclaimer Stations,Packaged stations for reclaiming and recovering materials
22-44 53 61,Solid Waste Compactors,Compactors used to reduce the volume of solid waste
22-44 53 63,Solid Waste Baling Equipment,Equipment used to bale and compress solid waste materials
22-44 53 64,Bagging Equipment,Machines that bag or package materials for storage or transport
22-44 53 66,Wrappers,Devices that wrap or package materials for shipping or storage
22-44 53 73,Solid Waste Liquid Extraction Equipment,Equipment that extracts liquids from solid waste materials
22-44 55 00,Composting Equipment,General category for equipment used in composting operations
22-44 55 11,Electromechanical Composters,Electromechanical machines that perform composting
22-44 55 13,Compost Screening Equipment,Screens and sieves used to sort and screen compost materials
22-44 55 16,Compost Shredding Equipment,Shredders and grinders used to break down compost materials
22-44 55 23,Compost Pile Turning Equipment,Machines that turn and aerate compost piles
22-44 55 26,Compost Mixing and Blending Equipment,Equipment that mixes and blends compost materials
22-44 55 33,In-vessel Composing Equipment,Enclosed systems that facilitate the composting process
22-44 55 43,Compost Pad System,Pads and surfaces used for outdoor composting operations
22-44 55 73,Compost Liquid Extraction Equipment,Equipment that extracts liquids from compost materials
22-44 60 00,Waste Thermal Processing Equipment,General category for equipment used in waste thermal processing
22-44 61 00,Waste-to-Energy Plants,Facilities that convert waste into energy through combustion
22-44 61 13,"Waste Receiving, Management, and Feed Equipment","Equipment used to receive, manage, and feed waste into a waste-to-energy plant"
22-44 61 16,Mass Burn Combustion Equipment,Combustion equipment used in mass burn waste-to-energy plants
22-44 61 23,Refuse-derived Fuel Feed Equipment,Equipment that processes refuse-derived fuel for combustion
22-44 61 26,Refuse-derived Fuel Combustion Equipment,Combustion equipment used with refuse-derived fuel
22-44 61 29,Modular Combustion System Equipment,Modular systems for waste combustion and energy recovery
22-44 61 31,Ash Handling Equipment,Equipment used to handle and process ash from waste combustion
22-44 61 33,Post-combustion Ferrous Metals Recovery Equipment,Equipment that recovers ferrous metals from post-combustion ash
22-44 61 36,Post-combustion Non-ferrous Metals Recovery Equipment,Equipment that recovers non-ferrous metals from post-combustion ash
22-44 62 00,Fluidized Bed Combustion Equipment,Fluidized bed systems used for waste combustion and energy recovery
22-44 63 00,Rotary Kiln Incinerators,Rotary kiln systems used for waste incineration
22-44 64 00,Gasification Equipment,General category for equipment used in waste gasification
22-44 64 13,Counter-current Fixed Bed Gasification Equipment,Counter-current fixed bed gasification systems
22-44 64 23,Co-current Fixed Bed Gasification Equipment,Co-current fixed bed gasification systems
22-44 64 33,Fluidized Bed Gasification Equipment,Fluidized bed gasification systems
22-44 64 43,Entrained Flow Gasification Equipment,Entrained flow gasification systems
22-44 64 53,Plasma Arc Gasification Equipment,Plasma arc gasification systems
22-44 65 00,Pyrolysis Equipment,General category for equipment used in waste pyrolysis
22-44 66 00,Hazardous Waste and Medical Waste Incinerators,Incinerators designed for hazardous and medical waste
22-44 67 00,Heat Recovery Equipment for Waste Thermal Processing,Equipment that recovers heat from waste thermal processing
22-44 68 00,Synthesis Gas Cleanup and Handling Equipment,"Equipment used to clean and handle synthesis gas, a mixture of hydrogen and carbon monoxide."
22-45 00 00,Industry-Specific Manufacturing Equipment,"Equipment used in various manufacturing industries, such as oil and gas, mining, food, and textiles."
22-45 05 00,Common Work Results for Industry-Specific Manufacturing Equipment,Common work results for the installation and maintenance of industry-specific manufacturing equipment.
22-45 05 05,Selective Demolition for Industry-Specific Manufacturing Equipment,Selective demolition work required for the installation or maintenance of industry-specific manufacturing equipment.
22-45 08 00,Commissioning of Industry-Specific Manufacturing Equipment,Commissioning and testing of industry-specific manufacturing equipment to ensure proper operation.
22-45 11 00,Oil and Gas Extraction Equipment,Equipment used for the extraction and processing of oil and natural gas.
22-45 11 01,Operation and Maintenance of Oil and Gas Extraction Equipment,Procedures for the operation and maintenance of oil and gas extraction equipment.
22-45 11 06,Schedules for Oil and Gas Extraction Equipment,Schedules for the installation and maintenance of oil and gas extraction equipment.
22-45 11 10,User-Defined Oil and Gas Extraction Equipment,User-defined equipment used for oil and gas extraction.
22-45 12 00,User-Defined Oil and Gas Extraction Equipment,User-defined equipment used for oil and gas extraction.
22-45 13 00,Mining Machinery and Equipment,"Machinery and equipment used in mining operations, such as drilling, excavation, and processing."
22-45 13 01,Operation and Maintenance of Mining Machinery and Equipment,Procedures for the operation and maintenance of mining machinery and equipment.
22-45 13 06,Schedules for Mining Machinery and Equipment,Schedules for the installation and maintenance of mining machinery and equipment.
22-45 13 10,User-Defined Mining Machinery and Equipment,User-defined mining machinery and equipment.
22-45 14 00,User-Defined Mining Machinery and Equipment,User-defined mining machinery and equipment.
22-45 15 00,Food Manufacturing Equipment,"Equipment used in the manufacturing of food products, such as processing, packaging, and storage."
22-45 15 01,Operation and Maintenance of Food Manufacturing Equipment,Procedures for the operation and maintenance of food manufacturing equipment.
22-45 15 06,Schedules for Food Manufacturing Equipment,Schedules for the installation and maintenance of food manufacturing equipment.
22-45 15 10,User-Defined Food Manufacturing Equipment,User-defined food manufacturing equipment.
22-45 16 00,User-Defined Food Manufacturing Equipment,User-defined food manufacturing equipment.
22-45 17 00,Beverage and Tobacco Manufacturing Equipment,Equipment used in the manufacturing of beverages and tobacco products.
22-45 17 01,Operation and Maintenance of Beverage and Tobacco Manufacturing Equipment,Procedures for the operation and maintenance of beverage and tobacco manufacturing equipment.
22-45 17 06,Schedules for Beverage and Tobacco Manufacturing Equipment,Schedules for the installation and maintenance of beverage and tobacco manufacturing equipment.
22-45 17 10,User-Defined Beverage and Tobacco Manufacturing Equipment,User-defined beverage and tobacco manufacturing equipment.
22-45 18 00,User-Defined Beverage and Tobacco Manufacturing Equipment,User-defined beverage and tobacco manufacturing equipment.
22-45 19 00,Textiles and Apparel Manufacturing Equipment,"Equipment used in the manufacturing of textiles and apparel, such as weaving, dyeing, and sewing."
22-45 19 01,Operation and Maintenance of Textiles and Apparel Manufacturing Equipment,Procedures for the operation and maintenance of textiles and apparel manufacturing equipment.
22-45 19 06,Schedules for Textiles and Apparel Manufacturing Equipment,Schedules for the installation and maintenance of textiles and apparel manufacturing equipment.
22-45 19 10,User-Defined Textiles and Apparel Manufacturing Equipment,User-defined textiles and apparel manufacturing equipment.
22-45 20 00,User-Defined Textiles and Apparel Manufacturing Equipment,User-defined textiles and apparel manufacturing equipment.
22-45 21 00,Leather and Allied Product Manufacturing Equipment,"Equipment used in the manufacturing of leather and allied products, such as tanning, cutting, and finishing."
22-45 21 01,Operation and Maintenance of Leather and Allied Product Manufacturing Equipment,Procedures for the operation and maintenance of leather and allied product manufacturing equipment.
22-45 21 06,Schedules for Leather and Allied Product Manufacturing Equipment,Schedules for the installation and maintenance of leather and allied product manufacturing equipment.
22-45 21 10,User-Defined Leather and Allied Product Manufacturing Equipment,User-defined leather and allied product manufacturing equipment.
22-45 22 00,User-Defined Leather and Allied Product Manufacturing Equipment,User-defined leather and allied product manufacturing equipment.
22-45 23 00,Wood Product Manufacturing Equipment,"Equipment used in the manufacturing of wood products, such as sawing, drying, and finishing."
22-45 23 01,Operation and Maintenance of Wood Product Manufacturing Equipment,Procedures for the operation and maintenance of wood product manufacturing equipment.
22-45 23 06,Schedules for Wood Product Manufacturing Equipment,Schedules for the installation and maintenance of wood product manufacturing equipment.
22-45 23 10,User-Defined Wood Product Manufacturing Equipment,User-defined wood product manufacturing equipment.
22-45 24 00,User-Defined Wood Product Manufacturing Equipment,User-defined wood product manufacturing equipment.
22-45 25 00,Paper Manufacturing Equipment,"Equipment used in the manufacturing of paper and paper products, such as pulping, forming, and finishing."
22-45 25 01,Operation and Maintenance of Paper Manufacturing Equipment,Procedures for the operation and maintenance of paper manufacturing equipment.
22-45 25 06,Schedules for Paper Manufacturing Equipment,Schedules for the installation and maintenance of paper manufacturing equipment.
22-45 25 10,User-Defined Paper Manufacturing Equipment,User-defined paper manufacturing equipment.
22-45 26 00,User-Defined Paper Manufacturing Equipment,User-defined paper manufacturing equipment.
22-45 27 00,Printing and Related Manufacturing Equipment,"Equipment used in the manufacturing of printed materials, such as printing presses, bindery equipment, and finishing."
22-45 27 01,Operation and Maintenance of Printing and Related Manufacturing Equipment,Procedures for the operation and maintenance of printing and related manufacturing equipment.
22-45 27 06,Schedules for Printing and Related Manufacturing Equipment,Schedules for the installation and maintenance of printing and related manufacturing equipment.
22-45 27 10,User-Defined Printing and Related Manufacturing Equipment,User-defined printing and related manufacturing equipment.
22-45 28 00,User-Defined Printing and Related Manufacturing Equipment,User-defined printing and related manufacturing equipment.
22-45 29 00,Petroleum and Coal Products Manufacturing Equipment,Equipment used in the manufacturing of petroleum and coal products.
22-45 29 01,Operation and Maintenance of Petroleum and Coal Products Manufacturing Equipment,Procedures for operating and maintaining petroleum and coal products manufacturing equipment.
22-45 29 06,Schedules for Petroleum and Coal Products Manufacturing Equipment,Schedules for the use and maintenance of petroleum and coal products manufacturing equipment.
22-45 29 10,User-Defined Petroleum and Coal Products Manufacturing Equipment,Custom or user-defined petroleum and coal products manufacturing equipment.
22-45 30 00,User-Defined Petroleum and Coal Products Manufacturing Equipment,Custom or user-defined petroleum and coal products manufacturing equipment.
22-45 31 00,Chemical Manufacturing Equipment,Equipment used in the manufacturing of chemical products.
22-45 31 01,Operation and Maintenance of Chemical Manufacturing Equipment,Procedures for operating and maintaining chemical manufacturing equipment.
22-45 31 06,Schedules for Chemical Manufacturing Equipment,Schedules for the use and maintenance of chemical manufacturing equipment.
22-45 31 10,User-Defined Chemical Manufacturing Equipment,Custom or user-defined chemical manufacturing equipment.
22-45 32 00,User-Defined Chemical Manufacturing Equipment,Custom or user-defined chemical manufacturing equipment.
22-45 33 00,Plastics and Rubber Manufacturing Equipment,Equipment used in the manufacturing of plastics and rubber products.
22-45 33 01,Operation and Maintenance of Plastics and Rubber Manufacturing Equipment,Procedures for operating and maintaining plastics and rubber manufacturing equipment.
22-45 33 06,Schedules for Plastics and Rubber Manufacturing Equipment,Schedules for the use and maintenance of plastics and rubber manufacturing equipment.
22-45 33 10,User-Defined Plastics and Rubber Manufacturing Equipment,Custom or user-defined plastics and rubber manufacturing equipment.
22-45 34 00,User-Defined Plastics and Rubber Manufacturing Equipment,Custom or user-defined plastics and rubber manufacturing equipment.
22-45 35 00,Nonmetallic Mineral Product Manufacturing Equipment,Equipment used in the manufacturing of nonmetallic mineral products.
22-45 35 01,Operation and Maintenance of Nonmetallic Mineral Product Manufacturing Equipment,Procedures for operating and maintaining nonmetallic mineral product manufacturing equipment.
22-45 35 06,Schedules for Nonmetallic Mineral Product Manufacturing Equipment,Schedules for the use and maintenance of nonmetallic mineral product manufacturing equipment.
22-45 35 10,User-Defined Nonmetallic Mineral Product Manufacturing Equipment,Custom or user-defined nonmetallic mineral product manufacturing equipment.
22-45 36 00,User-Defined Nonmetallic Mineral Product Manufacturing Equipment,Custom or user-defined nonmetallic mineral product manufacturing equipment.
22-45 37 00,Primary Metal Manufacturing Equipment,Equipment used in the manufacturing of primary metal products.
22-45 37 01,Operation and Maintenance of Primary Metal Manufacturing Equipment,Procedures for operating and maintaining primary metal manufacturing equipment.
22-45 37 06,Schedules for Primary Metal Manufacturing Equipment,Schedules for the use and maintenance of primary metal manufacturing equipment.
22-45 37 10,User-Defined Primary Metal Manufacturing Equipment,Custom or user-defined primary metal manufacturing equipment.
22-45 38 00,User-Defined Primary Metal Manufacturing Equipment,Custom or user-defined primary metal manufacturing equipment.
22-45 39 00,Fabricated Metal Product Manufacturing Equipment,Equipment used in the manufacturing of fabricated metal products.
22-45 39 01,Operation and Maintenance of Fabricated Metal Product Manufacturing Equipment,Procedures for operating and maintaining fabricated metal product manufacturing equipment.
22-45 39 06,Schedules for Fabricated Metal Product Manufacturing Equipment,Schedules for the use and maintenance of fabricated metal product manufacturing equipment.
22-45 39 10,User-Defined Fabricated Metal Product Manufacturing Equipment,Custom or user-defined fabricated metal product manufacturing equipment.
22-45 40 00,User-Defined Fabricated Metal Product Manufacturing Equipment,Custom or user-defined fabricated metal product manufacturing equipment.
22-45 41 00,Machinery Manufacturing Equipment,Equipment used in the manufacturing of machinery.
22-45 41 01,Operation and Maintenance of Machinery Manufacturing Equipment,Procedures for operating and maintaining machinery manufacturing equipment.
22-45 41 06,Schedules for Machinery Manufacturing Equipment,Schedules for the use and maintenance of machinery manufacturing equipment.
22-45 41 10,User-Defined Machinery Manufacturing Equipment,Custom or user-defined machinery manufacturing equipment.
22-45 42 00,User-Defined Machinery Manufacturing Equipment,Custom or user-defined machinery manufacturing equipment.
22-45 43 00,Computer and Electronic Product Manufacturing Equipment,Equipment used in the manufacturing of computer and electronic products.
22-45 43 01,Operation and Maintenance of Computer and Electronic Product Manufacturing Equipment,Procedures for operating and maintaining computer and electronic product manufacturing equipment.
22-45 43 06,Schedules for Computer and Electronic Product Manufacturing Equipment,Schedules for the use and maintenance of computer and electronic product manufacturing equipment.
22-45 43 10,User-Defined Computer and Electronic Product Manufacturing Equipment,Custom or user-defined computer and electronic product manufacturing equipment.
22-45 44 00,User-Defined Computer and Electronic Product Manufacturing Equipment,Custom or user-defined computer and electronic product manufacturing equipment.
22-45 45 00,"Electrical Equipment, Appliance, and Component Manufacturing Equipment","Equipment used in the manufacturing of electrical equipment, appliances, and components."
22-45 45 01,"Operation and Maintenance of Electrical Equipment, Appliance, and Component Manufacturing Equipment","Procedures for operating and maintaining electrical equipment, appliance, and component manufacturing equipment."
22-45 45 06,"Schedules for Electrical Equipment, Appliance, and Component Manufacturing Equipment","Schedules for the use and maintenance of electrical equipment, appliance, and component manufacturing equipment."
22-45 45 10,"User-Defined Electrical Equipment, Appliance, and Component Manufacturing Equipment","Custom or user-defined electrical equipment, appliance, and component manufacturing equipment."
22-45 46 00,"User-Defined Electrical Equipment, Appliance, and Component Manufacturing Equipment","Custom or user-defined electrical equipment, appliance, and component manufacturing equipment."
22-45 47 00,Transportation Manufacturing Equipment,Equipment used in the manufacturing of transportation equipment.
22-45 47 01,Operation and Maintenance of Transportation Manufacturing Equipment,Procedures for operating and maintaining transportation manufacturing equipment.
22-45 47 06,Schedules for Transportation Manufacturing Equipment,Schedules for the use and maintenance of transportation manufacturing equipment.
22-45 47 10,User-Defined Transportation Manufacturing Equipment,Custom or user-defined transportation manufacturing equipment.
22-45 48 00,User-Defined Transportation Manufacturing Equipment,Custom or user-defined transportation manufacturing equipment.
22-45 49 00,Furniture and Related Product Manufacturing Equipment,Equipment used in the manufacturing of furniture and related products.
22-45 49 01,Operation and Maintenance of Furniture and Related Product Manufacturing Equipment,Equipment and processes for operating and maintaining furniture and related product manufacturing equipment.
22-45 49 06,Schedules for Furniture and Related Product Manufacturing Equipment,Schedules for furniture and related product manufacturing equipment.
22-45 49 10,User-Defined Furniture and Related Product Manufacturing Equipment,User-defined furniture and related product manufacturing equipment.
22-45 50 00,User-Defined Furniture and Related Product Manufacturing Equipment,User-defined furniture and related product manufacturing equipment.
22-45 52 00,User-Defined Other Manufacturing Equipment,User-defined other manufacturing equipment.
22-45 53 00,Biopharmaceutical Manufacturing Equipment,Equipment used in the manufacturing of biopharmaceuticals.
22-46 00 00,Water and Wastewater Equipment,Equipment used for water and wastewater treatment and management.
22-46 01 00,Operation and Maintenance of Water and Wastewater Equipment,Equipment and processes for operating and maintaining water and wastewater treatment equipment.
22-46 01 07,Operation and Maintenance of Packaged Treatment Equipment,Equipment and processes for operating and maintaining packaged water and wastewater treatment systems.
22-46 01 20,Operation and Maintenance of Preliminary Treatment Equipment,Equipment and processes for operating and maintaining preliminary water and wastewater treatment equipment.
22-46 01 30,Operation and Maintenance of Chemical Feed Equipment,Equipment and processes for operating and maintaining chemical feed equipment for water and wastewater treatment.
22-46 01 40,Operation and Maintenance of Clarification and Mixing Equipment,Equipment and processes for operating and maintaining clarification and mixing equipment for water and wastewater treatment.
22-46 01 50,Operation and Maintenance of Secondary Treatment Equipment,Equipment and processes for operating and maintaining secondary water and wastewater treatment equipment.
22-46 01 60,Operation and Maintenance of Advanced Treatment Equipment,Equipment and processes for operating and maintaining advanced water and wastewater treatment equipment.
22-46 01 70,Operation and Maintenance of Residuals Handling and Treatment,Equipment and processes for operating and maintaining residuals handling and treatment for water and wastewater.
22-46 05 00,Common Work Results for Water and Wastewater Equipment,Common work results for water and wastewater treatment equipment.
